ID,X,Y,Population,Elevation,Weight,clusters,Weight_2,ID1,ID2,line_lengt,i
"6098",239114.202500000013970,8527244.646999999880791,"15",340.631988499999977,4.943486564056872,"9",46932.445394552472862,"6097","6098",985.545462064597245,"38"
"6098",239114.202500000013970,8527244.646999999880791,"15",340.631988499999977,4.943486564056872,"9",58997.662872925808188,"6098","6099",985.542256658122142,"39"
"6099",239080.739700000005541,8528229.620999999344349,"0",340.502990699999941,7.029143116500944,"9",71526.090895270346664,"6032","6099",1015.573156044477969,"40"
"6099",239080.739700000005541,8528229.620999999344349,"0",340.502990699999941,7.029143116500944,"9",58997.662872925808188,"6098","6099",985.542256658122142,"41"
"6099",239080.739700000005541,8528229.620999999344349,"0",340.502990699999941,7.029143116500944,"9",69518.437781906119199,"6099","6100",985.539051289970189,"42"
"6100",239047.282999999995809,8529214.592000000178814,"4",344.540008499999999,7.078436783684944,"9",69518.437781906119199,"6099","6100",985.539051289970189,"43"
"6100",239047.282999999995809,8529214.592000000178814,"4",344.540008499999999,7.078436783684944,"9",69611.259551600422128,"6100","6101",985.537841410248120,"44"
"6101",239013.832499999989523,8530199.562000000849366,"0",342.652008100000103,7.048089645413692,"9",69611.259551600422128,"6100","6101",985.537841410248120,"45"
"6101",239013.832499999989523,8530199.562000000849366,"0",342.652008100000103,7.048089645413692,"9",99470.660903872660128,"6101","6169",1414.152070986164063,"46"
"6162",240229.642499999987194,8524322.774000000208616,"16",353.092010500000015,4.749795324276861,"9",56186.680336552497465,"6228","6162",1416.144941099774542,"47"
"6162",240229.642499999987194,8524322.774000000208616,"16",353.092010500000015,4.749795324276861,"9",45825.003892108092259,"6229","6162",1015.546625985977244,"48"
"6162",240229.642499999987194,8524322.774000000208616,"16",353.092010500000015,4.749795324276861,"9",29199.501203716812597,"6095","6162",1015.553217928080130,"49"
"6169",239995.427399999985937,8531217.549000000581145,"0",352.808013899999992,7.019435037262893,"9",99470.660903872660128,"6101","6169",1414.152070986164063,"50"
"6228",241278.130999999993946,8523370.860999999567866,"0",368.579009999999982,3.184889768589822,"9",53360.662017611051851,"6228","6294",1416.136699489837838,"51"
"6228",241278.130999999993946,8523370.860999999567866,"0",368.579009999999982,3.184889768589822,"9",56186.680336552497465,"6228","6162",1416.144941099774542,"52"
"6229",241244.650900000007823,8524355.832999998703599,"0",360.194000200000005,4.274681190437302,"9",57757.655850542148983,"6229","6296",1015.539934129966923,"53"
"6229",241244.650900000007823,8524355.832999998703599,"0",360.194000200000005,4.274681190437302,"9",45825.003892108092259,"6229","6162",1015.546625985977244,"54"
"6276",242930.332400000013877,8504689.038999998942018,"8",394.679992700000014,7.111038534402154,"9",69825.731356826101546,"6276","6277",985.592604759567507,"55"
"6277",242896.741000000009080,8505674.059000000357628,"0",427.144989000000010,7.050569583658542,"9",69825.731356826101546,"6276","6277",985.592604759567507,"56"
"6277",242896.741000000009080,8505674.059000000357628,"0",427.144989000000010,7.050569583658542,"9",69804.921433480631094,"6277","6278",985.590398034885425,"57"
"6278",242863.155700000002980,8506659.076999999582767,"0",409.966003399999977,7.112376863592202,"9",69804.921433480631094,"6277","6278",985.590398034885425,"58"
"6278",242863.155700000002980,8506659.076999999582767,"0",409.966003399999977,7.112376863592202,"9",69808.283689581701765,"6278","6279",985.586192511589388,"59"
"6279",242829.576499999995576,8507644.091000000014901,"0",392.300994899999978,7.051188755606432,"9",69808.283689581701765,"6278","6279",985.586192511589388,"60"
"6279",242829.576499999995576,8507644.091000000014901,"0",392.300994899999978,7.051188755606432,"9",69610.639675059646834,"6279","6280",985.582989848709531,"61"
"6280",242796.003300000011222,8508629.101999999955297,"0",442.910003700000004,7.056004344860001,"9",69610.639675059646834,"6279","6280",985.582989848709531,"62"
"6280",242796.003300000011222,8508629.101999999955297,"0",442.910003700000004,7.056004344860001,"9",71893.706329848588211,"6280","6347",1015.476266151020241,"63"
"6284",242661.770599999988917,8512569.117000000551343,"0",555.395019499999989,7.260963900810022,"9",72645.484793083800469,"6284","6351",1015.491241980864970,"64"
"6292",242393.595299999986310,8520449.007999999448657,"0",839.155029299999796,7.598507473421682,"9",60413.657608506371616,"6292","6293",985.542340876016624,"65"
"6292",242393.595299999986310,8520449.007999999448657,"0",839.155029299999796,7.598507473421682,"9",79015.303809580946108,"6292","6358",1416.127232376861912,"66"
"6293",242360.100600000005215,8521433.981000000610948,"0",601.327026399999795,4.319372752722178,"9",60413.657608506371616,"6292","6293",985.542340876016624,"67"
"6293",242360.100600000005215,8521433.981000000610948,"0",601.327026399999795,4.319372752722178,"9",42538.619977713686239,"6294","6293",985.540134732693332,"68"
"6294",242326.611999999993714,8522418.951999999582767,"2",540.064025899999820,4.296546426255030,"9",53360.662017611051851,"6228","6294",1416.136699489837838,"69"
"6294",242326.611999999993714,8522418.951999999582767,"2",540.064025899999820,4.296546426255030,"9",42538.619977713686239,"6294","6293",985.540134732693332,"70"
"6296",242259.652800000010757,8524388.885999999940395,"13",381.756011999999998,7.097523823863861,"9",57757.655850542148983,"6229","6296",1015.539934129966923,"71"
"6296",242259.652800000010757,8524388.885999999940395,"13",381.756011999999998,7.097523823863861,"9",73961.160619516653242,"6296","6363",1015.533574689934426,"72"
"6347",243810.938400000013644,8508662.250000000000000,"0",395.214996299999996,7.088006851276723,"9",71893.706329848588211,"6280","6347",1015.476266151020241,"73"
"6347",243810.938400000013644,8508662.250000000000000,"0",395.214996299999996,7.088006851276723,"9",71720.066008758265525,"6347","6412",1015.469773668074026,"74"
"6351",243676.721500000014203,8512602.240000000223517,"0",541.081970200000001,7.045071831173238,"9",72645.484793083800469,"6284","6351",1015.491241980864970,"75"
"6351",243676.721500000014203,8512602.240000000223517,"0",541.081970200000001,7.045071831173238,"9",41251.590041214258235,"6351","6416",1015.484649696543443,"76"
"6358",243442.073499999998603,8519497.109999999403954,"0",669.177001999999902,3.481314026421444,"9",79015.303809580946108,"6292","6358",1416.127232376861912,"77"
"6358",243442.073499999998603,8519497.109999999403954,"0",669.177001999999902,3.481314026421444,"9",46193.061159282377048,"6358","6422",1416.118096460766992,"78"
"6363",243274.648500000010245,8524421.934000000357628,"0",603.039978000000019,7.134496112105553,"9",73961.160619516653242,"6296","6363",1015.533574689934426,"79"
"6363",243274.648500000010245,8524421.934000000357628,"0",603.039978000000019,7.134496112105553,"9",74942.975125281227520,"6363","6428",1015.526882894079563,"80"
"6412",244825.867200000007870,8508695.392000000923872,"18",369.904998799999987,7.033102614982492,"9",71720.066008758265525,"6347","6412",1015.469773668074026,"81"
"6412",244825.867200000007870,8508695.392000000923872,"18",369.904998799999987,7.033102614982492,"9",72562.492808967595920,"6412","6471",1015.463381164783300,"82"
"6416",244691.666000000026543,8512635.357000000774860,"0",398.023010300000010,1.000000000000000,"9",41251.590041214258235,"6351","6416",1015.484649696543443,"83"
"6416",244691.666000000026543,8512635.357000000774860,"0",398.023010300000010,1.000000000000000,"9",14162.924036825637813,"6416","6474",1416.106560394533062,"84"
"6422",244490.543899999989662,8518545.217000000178814,"14",574.669006299999864,3.028105567367648,"9",46193.061159282377048,"6358","6422",1416.118096460766992,"85"
"6422",244490.543899999989662,8518545.217000000178814,"14",574.669006299999864,3.028105567367648,"9",44318.908779246456106,"6422","6480",1416.110378957951298,"86"
"6428",244289.637699999992037,8524454.975999999791384,"0",403.085998500000017,7.346890493545197,"9",74942.975125281227520,"6363","6428",1015.526882894079563,"87"
"6428",244289.637699999992037,8524454.975999999791384,"0",403.085998500000017,7.346890493545197,"9",51681.662372300233983,"6428","6487",714.262683562009443,"88"
"6471",245840.789799999998650,8508728.527999999001622,"0",400.467010500000015,7.251932706169073,"9",72562.492808967595920,"6412","6471",1015.463381164783300,"89"
"6471",245840.789799999998650,8508728.527999999001622,"0",400.467010500000015,7.251932706169073,"9",55084.089437913164147,"6471","6526",1015.456856122778390,"90"
"6474",245740.141700000007404,8511683.486999999731779,"0",375.079986599999984,1.000000000000000,"9",14162.924036825637813,"6416","6474",1416.106560394533062,"91"
"6474",245740.141700000007404,8511683.486999999731779,"0",375.079986599999984,1.000000000000000,"9",14161.519797652499619,"6474","6528",1416.097874515213334,"92"
"6474",245740.141700000007404,8511683.486999999731779,"0",375.079986599999984,1.000000000000000,"9",57923.111324961413629,"6474","6530",1414.084320082618433,"93"
"6476",245673.072799999994459,8513653.445000000298023,"0",577.796997099999999,5.181712734605341,"9",46217.263870157512429,"6476","6477",985.545386968309685,"94"
"6476",245673.072799999994459,8513653.445000000298023,"0",577.796997099999999,5.181712734605341,"9",87834.014020214890479,"6476","6530",1416.098871978537318,"95"
"6477",245639.547300000005635,8514638.419999999925494,"0",452.497985799999981,4.122416817069333,"9",46217.263870157512429,"6476","6477",985.545386968309685,"96"
"6477",245639.547300000005635,8514638.419999999925494,"0",452.497985799999981,4.122416817069333,"9",25256.572677282179939,"6477","6478",985.542184620331909,"97"
"6478",245606.027800000010757,8515623.392000000923872,"0",418.763000499999976,1.000000000000000,"9",25256.572677282179939,"6477","6478",985.542184620331909,"98"
"6478",245606.027800000010757,8515623.392000000923872,"0",418.763000499999976,1.000000000000000,"9",9866.397051536701838,"6478","6479",985.538985704416064,"99"
"6479",245572.514200000005076,8516608.360999999567866,"0",465.355011000000104,1.000000000000000,"9",9866.397051536701838,"6478","6479",985.538985704416064,"100"
"6479",245572.514200000005076,8516608.360999999567866,"0",465.355011000000104,1.000000000000000,"9",21051.148369274098513,"6479","6480",985.535783426350349,"101"
"6479",245572.514200000005076,8516608.360999999567866,"0",465.355011000000104,1.000000000000000,"9",39219.565245411708020,"6479","6534",1015.486242239300054,"102"
"6480",245539.006599999993341,8517593.326999999582767,"0",605.132995600000186,3.229691555101907,"9",44318.908779246456106,"6422","6480",1416.110378957951298,"103"
"6480",245539.006599999993341,8517593.326999999582767,"0",605.132995600000186,3.229691555101907,"9",21051.148369274098513,"6479","6480",985.535783426350349,"104"
"6487",245002.412299999996321,8524501.058000000193715,"21",353.089996299999996,7.089119931596582,"9",51681.662372300233983,"6428","6487",714.262683562009443,"105"
"6522",246989.970800000010058,8504821.692999999970198,"3",441.248992900000019,7.206653867634961,"9",63066.425261833755940,"6522","6523",985.568063278594423,"106"
"6522",246989.970800000010058,8504821.692999999970198,"3",441.248992900000019,7.206653867634961,"9",59399.243194190312352,"6522","6569",1015.435188054857349,"107"
"6523",246956.395699999993667,8505806.688999999314547,"11",398.859985400000028,5.579510201007278,"9",63066.425261833755940,"6522","6523",985.568063278594423,"108"
"6523",246956.395699999993667,8505806.688999999314547,"11",398.859985400000028,5.579510201007278,"9",47120.835222558875103,"6523","6524",985.563861218488341,"109"
"6524",246922.826600000000326,8506791.680999999865890,"3",376.460998500000017,3.980229631129229,"9",47120.835222558875103,"6523","6524",985.563861218488341,"110"
"6524",246922.826600000000326,8506791.680999999865890,"3",376.460998500000017,3.980229631129229,"9",24542.575759822284454,"6524","6525",985.561661437111979,"111"
"6525",246889.263399999996182,8507776.671000000089407,"0",385.173004199999980,1.000000000000000,"9",24542.575759822284454,"6524","6525",985.561661437111979,"112"
"6525",246889.263399999996182,8507776.671000000089407,"0",385.173004199999980,1.000000000000000,"9",22617.456202362882323,"6525","6526",985.557462849547733,"113"
"6526",246855.706100000010338,8508761.656999999657273,"2",359.014007600000014,3.588163412670398,"9",55084.089437913164147,"6471","6526",1015.456856122778390,"114"
"6526",246855.706100000010338,8508761.656999999657273,"2",359.014007600000014,3.588163412670398,"9",22617.456202362882323,"6525","6526",985.557462849547733,"115"
"6526",246855.706100000010338,8508761.656999999657273,"2",359.014007600000014,3.588163412670398,"9",33068.338447982030630,"6526","6527",985.554263718040602,"116"
"6527",246822.154700000013690,8509746.640000000596046,"18",359.903015100000005,3.122441210932148,"9",33068.338447982030630,"6526","6527",985.554263718040602,"117"
"6527",246822.154700000013690,8509746.640000000596046,"18",359.903015100000005,3.122441210932148,"9",20314.484016951140802,"6527","6528",985.552060633883684,"118"
"6528",246788.609300000010990,8510731.620999999344349,"16",362.700988800000005,1.000000000000000,"9",14161.519797652499619,"6474","6528",1416.097874515213334,"119"
"6528",246788.609300000010990,8510731.620999999344349,"16",362.700988800000005,1.000000000000000,"9",20314.484016951140802,"6527","6528",985.552060633883684,"120"
"6530",246721.536300000007031,8512701.572999998927116,"0",457.125000000000000,7.178559434108347,"9",57923.111324961413629,"6474","6530",1414.084320082618433,"121"
"6530",246721.536300000007031,8512701.572999998927116,"0",457.125000000000000,7.178559434108347,"9",87834.014020214890479,"6476","6530",1416.098871978537318,"122"
"6530",246721.536300000007031,8512701.572999998927116,"0",457.125000000000000,7.178559434108347,"9",83318.095020437860512,"6530","6576",1416.091530476618800,"123"
"6534",246587.461500000004889,8516641.440999999642372,"9",355.553008999999975,6.679530393568490,"9",39219.565245411708020,"6479","6534",1015.486242239300054,"124"
"6569",248004.864800000010291,8504854.841000000014901,"0",491.276001000000008,4.478441958270539,"9",59399.243194190312352,"6522","6569",1015.435188054857349,"125"
"6569",248004.864800000010291,8504854.841000000014901,"0",491.276001000000008,4.478441958270539,"9",40607.185235360062507,"6569","6604",1015.428895457653880,"126"
"6576",247769.991700000013225,8511749.702999999746680,"0",381.184997599999974,4.571888605832181,"9",83318.095020437860512,"6530","6576",1416.091530476618800,"127"
"6576",247769.991700000013225,8511749.702999999746680,"0",381.184997599999974,4.571888605832181,"9",40239.566795576625736,"6576","6611",1015.455278142540237,"128"
"6604",249019.752700000011828,8504887.982999999076128,"2",362.156005900000025,3.455707101866532,"9",40607.185235360062507,"6569","6604",1015.428895457653880,"129"
"6604",249019.752700000011828,8504887.982999999076128,"2",362.156005900000025,3.455707101866532,"9",44922.274264563988254,"6604","6632",1015.422370367883673,"130"
"6611",248784.907399999996414,8511782.802000001072884,"0",368.627014200000019,3.352929141496937,"9",40239.566795576625736,"6576","6611",1015.455278142540237,"131"
"6611",248784.907399999996414,8511782.802000001072884,"0",368.627014200000019,3.352929141496937,"9",22100.981880288982211,"6611","6639",1015.448885882084824,"132"
"6632",250034.634300000005169,8504921.117999998852611,"14",362.532989499999985,5.392290042891205,"9",44922.274264563988254,"6604","6632",1015.422370367883673,"133"
"6632",250034.634300000005169,8504921.117999998852611,"14",362.532989499999985,5.392290042891205,"9",46069.701587214556639,"6632","6656",1015.416210415912701,"134"
"6639",249799.816900000005262,8511815.894999999552965,"0",365.623992900000019,1.000000000000000,"9",22100.981880288982211,"6611","6639",1015.448885882084824,"135"
"6639",249799.816900000005262,8511815.894999999552965,"0",365.623992900000019,1.000000000000000,"9",29174.395912513904477,"6639","6664",1414.042587911004148,"136"
"6656",251049.509900000004563,8504954.247999999672174,"0",380.923004199999980,3.680274981154509,"9",46069.701587214556639,"6632","6656",1015.416210415912701,"137"
"6656",251049.509900000004563,8504954.247999999672174,"0",380.923004199999980,3.680274981154509,"9",31800.034926550273667,"6656","6657",985.542526029117653,"138"
"6657",251015.951000000000931,8505939.219000000506639,"5",375.721008299999994,2.772940605821718,"9",31800.034926550273667,"6656","6657",985.542526029117653,"139"
"6657",251015.951000000000931,8505939.219000000506639,"5",375.721008299999994,2.772940605821718,"9",48250.296289704434457,"6657","6658",985.539326883344756,"140"
"6658",250982.397999999986496,8506924.187000000849366,"5",361.816986100000008,7.017738244310398,"9",48250.296289704434457,"6657","6658",985.539326883344756,"141"
"6658",250982.397999999986496,8506924.187000000849366,"5",361.816986100000008,7.017738244310398,"9",69241.563375742844073,"6658","6659",985.536131175588366,"142"
"6659",250948.850799999985611,8507909.152000000700355,"0",385.902008100000103,7.029620045773195,"9",69241.563375742844073,"6658","6659",985.536131175588366,"143"
"6659",250948.850799999985611,8507909.152000000700355,"0",385.902008100000103,7.029620045773195,"9",69306.898261138339876,"6659","6660",985.532935500735562,"144"
"6660",250915.309399999998277,8508894.114000000059605,"0",385.040985100000000,7.035231429830045,"9",69306.898261138339876,"6659","6660",985.532935500735562,"145"
"6664",250781.202199999999721,8512833.932000000029802,"12",365.829009999999982,3.126381461957960,"9",29174.395912513904477,"6639","6664",1414.042587911004148,"146"
"6664",250781.202199999999721,8512833.932000000029802,"12",365.829009999999982,3.126381461957960,"9",50254.693496099353069,"6664","6665",985.516950822801846,"147"
"6665",250747.690000000002328,8513818.879000000655651,"0",378.707000699999980,7.071394119053219,"9",50254.693496099353069,"6664","6665",985.516950822801846,"148"
"6665",250747.690000000002328,8513818.879000000655651,"0",378.707000699999980,7.071394119053219,"9",69743.364706538064638,"6665","6666",985.513751944784190,"149"
"6666",250714.183699999994133,8514803.822999998927116,"4",384.535003700000004,7.082065451886562,"9",69743.364706538064638,"6665","6666",985.513751944784190,"150"
"6666",250714.183699999994133,8514803.822999998927116,"4",384.535003700000004,7.082065451886562,"9",65809.706581477003056,"6666","6667",930.712650758762607,"151"
"6667",250593.071999999985565,8515726.622000001370907,"8",358.317993199999989,7.054115627319187,"9",65809.706581477003056,"6666","6667",930.712650758762607,"152"
"6768",212589.577199999999721,8536258.083999998867512,"6",361.760986300000013,7.036113091765833,"9",72558.922566178516718,"6768","6769",1031.723048349022747,"153"
"6768",212589.577199999999721,8536258.083999998867512,"6",361.760986300000013,7.036113091765833,"9",51857.926406341517577,"6768","6781",1290.473765029507149,"154"
"6769",212403.935300000011921,8537272.968000000342727,"6",357.680999799999995,7.029358322814101,"9",72558.922566178516718,"6768","6769",1031.723048349022747,"155"
"6769",212403.935300000011921,8537272.968000000342727,"6",357.680999799999995,7.029358322814101,"9",65711.978497893505846,"6769","6770",935.970207426837874,"156"
"6770",212318.994700000010198,8538205.075999999418855,"0",359.015991199999974,7.012095376221550,"9",65711.978497893505846,"6769","6770",935.970207426837874,"157"
"6770",212318.994700000010198,8538205.075999999418855,"0",359.015991199999974,7.012095376221550,"9",69149.930131679037004,"6770","6771",985.687529583094147,"158"
"6771",212285.521399999997811,8539190.195000000298023,"3",351.093994100000089,7.018252951455596,"9",69149.930131679037004,"6770","6771",985.687529583094147,"159"
"6771",212285.521399999997811,8539190.195000000298023,"3",351.093994100000089,7.018252951455596,"9",66411.235292557030334,"6771","6772",945.283977422931684,"160"
"6772",212324.669200000003912,8540134.667999999597669,"10",347.608001699999988,7.032716978843599,"9",66411.235292557030334,"6771","6772",945.283977422931684,"161"
"6779",213652.594799999991665,8533385.883999999612570,"2",374.040008499999999,2.614861650149572,"9",27583.237573644564691,"6779","6780",923.171100739596341,"162"
"6779",213652.594799999991665,8533385.883999999612570,"2",374.040008499999999,2.614861650149572,"9",48575.525572854865459,"6779","6794",1362.815896718431759,"163"
"6780",213529.369100000010803,8534300.793999999761581,"22",368.319000200000005,3.360782064918712,"9",27583.237573644564691,"6779","6780",923.171100739596341,"164"
"6780",213529.369100000010803,8534300.793999999761581,"22",368.319000200000005,3.360782064918712,"9",21513.492318171003717,"6780","6781",986.594685903443178,"165"
"6781",213434.687800000014249,8535282.835000000894070,"7",381.329009999999982,1.000000000000000,"9",51857.926406341517577,"6768","6781",1290.473765029507149,"166"
"6781",213434.687800000014249,8535282.835000000894070,"7",381.329009999999982,1.000000000000000,"9",21513.492318171003717,"6780","6781",986.594685903443178,"167"
"6781",213434.687800000014249,8535282.835000000894070,"7",381.329009999999982,1.000000000000000,"9",21697.135860876216611,"6781","6797",1015.765761125660219,"168"
"6794",214550.414599999989150,8532360.609999999403954,"6",374.419006299999978,4.513837657134461,"9",53086.360215751090436,"4480","6794",1403.567325574577580,"169"
"6794",214550.414599999989150,8532360.609999999403954,"6",374.419006299999978,4.513837657134461,"9",48575.525572854865459,"6779","6794",1362.815896718431759,"170"
"6797",214449.913299999985611,8535315.960000000894070,"0",403.819000200000005,3.271027919248928,"9",21697.135860876216611,"6781","6797",1015.765761125660219,"171"
"6797",214449.913299999985611,8535315.960000000894070,"0",403.819000200000005,3.271027919248928,"9",30338.250843581627123,"6797","6816",1015.758401912015415,"172"
"6816",215465.131599999993341,8535349.080000000074506,"0",387.184997599999974,2.701688363830783,"9",30338.250843581627123,"6797","6816",1015.758401912015415,"173"
"6816",215465.131599999993341,8535349.080000000074506,"0",387.184997599999974,2.701688363830783,"9",26178.619033609131293,"6816","6836",1414.409368754847947,"174"
"6836",216446.862800000002608,8536367.292999999597669,"0",391.200988800000005,1.000000000000000,"9",26178.619033609131293,"6816","6836",1414.409368754847947,"175"
"6836",216446.862800000002608,8536367.292999999597669,"0",391.200988800000005,1.000000000000000,"9",14163.496810650094631,"6836","6854",1416.341816314367634,"176"
"6854",217495.547300000005635,8535415.302999999374151,"0",386.480987500000026,1.000000000000000,"9",14163.496810650094631,"6836","6854",1416.341816314367634,"177"
"6854",217495.547300000005635,8535415.302999999374151,"0",386.480987500000026,1.000000000000000,"9",35149.715127092327748,"6854","6873",1015.736858904065457,"178"
"6873",218510.744600000005448,8535448.405999999493361,"0",383.726013200000011,5.921002330438657,"9",35149.715127092327748,"6854","6873",1015.736858904065457,"179"
"6873",218510.744600000005448,8535448.405999999493361,"0",383.726013200000011,5.921002330438657,"9",91768.763938220901764,"6873","6892",1414.375028668801406,"180"
"6892",219492.464700000011362,8536466.582000000402331,"0",366.403015100000005,7.054605947139780,"9",91768.763938220901764,"6873","6892",1414.375028668801406,"181"
"6892",219492.464700000011362,8536466.582000000402331,"0",366.403015100000005,7.054605947139780,"9",99556.873681044467958,"6892","6910",1414.363494942496118,"182"
"6910",220474.190999999991618,8537484.735999999567866,"0",342.994995100000096,7.021441977562716,"9",99556.873681044467958,"6892","6910",1414.363494942496118,"183"
"6910",220474.190999999991618,8537484.735999999567866,"0",342.994995100000096,7.021441977562716,"9",99523.916880069649778,"6910","6928",1414.352030905084803,"184"
"6928",221455.923600000009174,8538502.867999998852611,"0",336.230010999999990,7.051826384148363,"9",99523.916880069649778,"6910","6928",1414.352030905084803,"185"
"6928",221455.923600000009174,8538502.867999998852611,"0",336.230010999999990,7.051826384148363,"9",100090.715803861821769,"6928","6946",1414.341868016679882,"186"
"6946",222437.662299999996321,8539520.980000000447035,"0",338.596984899999995,7.101834467135142,"9",71873.466985632534488,"6962","6946",1015.713611854517694,"187"
"6946",222437.662299999996321,8539520.980000000447035,"0",338.596984899999995,7.101834467135142,"9",100090.715803861821769,"6928","6946",1414.341868016679882,"188"
"6962",223452.838099999993574,8539554.028999999165535,"2",325.105010999999990,7.049226647392598,"9",71470.380597007300821,"6962","6971",1015.706520298232931,"189"
