X,Y,Population,Elevation,Slope,Landcover,Riverflow,Road_dist,Cluster,M,Unnamed_ 0,Weight,clusters,layer,path,id
188058.379699999990407,8445661.507000001147389,"0",476.652008100000103,,,,,,"0","374",7.032468536509763,"0",total_cluster copy,C:/Users/Asus/Desktop/Vinicius/Clusters/total_cluster.shp,"132"
188024.129699999990407,8446647.134999999776483,"0",501.699005100000022,,,,,,"0","375",7.033607047932541,"0",total_cluster copy,C:/Users/Asus/Desktop/Vinicius/Clusters/total_cluster.shp,"133"
187989.887099999992643,8447632.758999999612570,"0",488.712005599999998,,,,,,"0","376",7.133589037846923,"0",total_cluster copy,C:/Users/Asus/Desktop/Vinicius/Clusters/total_cluster.shp,"134"
187955.651699999987613,8448618.377999998629093,"0",462.054992700000014,,,,,,"0","377",7.150076426494794,"0",total_cluster copy,C:/Users/Asus/Desktop/Vinicius/Clusters/total_cluster.shp,"135"
187921.423700000013923,8449603.992999998852611,"7",446.315002400000026,,,,,,"0","378",7.102314922241081,"0",total_cluster copy,C:/Users/Asus/Desktop/Vinicius/Clusters/total_cluster.shp,"136"
187887.203100000013364,8450589.604000000283122,"0",459.082000699999980,,,,,,"0","379",7.043560381696934,"0",total_cluster copy,C:/Users/Asus/Desktop/Vinicius/Clusters/total_cluster.shp,"137"
187852.989700000005541,8451575.210000000894070,"0",464.996002200000021,,,,,,"0","380",4.347716063990362,"0",total_cluster copy,C:/Users/Asus/Desktop/Vinicius/Clusters/total_cluster.shp,"138"
187818.783699999999953,8452560.812000000849366,"0",474.518005399999993,,,,,,"0","381",3.927143774546647,"0",total_cluster copy,C:/Users/Asus/Desktop/Vinicius/Clusters/total_cluster.shp,"139"
187784.584999999991851,8453546.408999999985099,"0",468.984985399999857,,,,,,"0","382",7.044582501470761,"0",total_cluster copy,C:/Users/Asus/Desktop/Vinicius/Clusters/total_cluster.shp,"140"
187750.393699999985984,8454532.002999998629093,"0",478.074005100000022,,,,,,"0","383",7.037143670210355,"0",total_cluster copy,C:/Users/Asus/Desktop/Vinicius/Clusters/total_cluster.shp,"141"
187716.209700000006706,8455517.592000000178814,"0",457.053008999999975,,,,,,"0","384",7.037466868411903,"0",total_cluster copy,C:/Users/Asus/Desktop/Vinicius/Clusters/total_cluster.shp,"142"
189073.406199999997625,8445695.474999999627471,"0",470.618988000000002,,,,,,"0","411",7.081580766106010,"0",total_cluster copy,C:/Users/Asus/Desktop/Vinicius/Clusters/total_cluster.shp,"143"
189039.161900000006426,8446681.095000000670552,"0",493.488006600000062,,,,,,"0","412",9.091980424975313,"0",total_cluster copy,C:/Users/Asus/Desktop/Vinicius/Clusters/total_cluster.shp,"144"
189004.924800000007963,8447666.711000001057982,"0",481.132995600000015,,,,,,"0","413",7.074552456425371,"0",total_cluster copy,C:/Users/Asus/Desktop/Vinicius/Clusters/total_cluster.shp,"145"
188970.695100000011735,8448652.322999998927116,"0",463.221984899999995,,,,,,"0","414",9.119483037163569,"0",total_cluster copy,C:/Users/Asus/Desktop/Vinicius/Clusters/total_cluster.shp,"146"
188936.472600000008242,8449637.929999999701977,"4",457.269012499999974,,,,,,"0","415",7.042131285134666,"0",total_cluster copy,C:/Users/Asus/Desktop/Vinicius/Clusters/total_cluster.shp,"147"
188902.257500000006985,8450623.532999999821186,"0",443.592010500000129,,,,,,"0","416",7.047332053817277,"0",total_cluster copy,C:/Users/Asus/Desktop/Vinicius/Clusters/total_cluster.shp,"148"
188868.049700000003213,8451609.132000001147389,"0",467.467010500000129,,,,,,"0","417",3.717203487353371,"0",total_cluster copy,C:/Users/Asus/Desktop/Vinicius/Clusters/total_cluster.shp,"149"
188833.849199999996927,8452594.725999999791384,"0",476.040008499999999,,,,,,"0","418",4.948317256066654,"0",total_cluster copy,C:/Users/Asus/Desktop/Vinicius/Clusters/total_cluster.shp,"150"
188799.655999999988126,8453580.315999999642372,"0",500.700988800000005,,,,,,"0","419",7.066285472433518,"0",total_cluster copy,C:/Users/Asus/Desktop/Vinicius/Clusters/total_cluster.shp,"151"
190019.954999999987194,8447700.655999999493361,"0",470.149993899999856,,,,,,"0","433",7.062723661356207,"0",total_cluster copy,C:/Users/Asus/Desktop/Vinicius/Clusters/total_cluster.shp,"152"
189985.730799999990268,8448686.259999999776483,"0",459.289001499999983,,,,,,"0","434",7.002510382158152,"0",total_cluster copy,C:/Users/Asus/Desktop/Vinicius/Clusters/total_cluster.shp,"153"
189951.513999999995576,8449671.858999999240041,"0",455.966003399999977,,,,,,"0","435",5.049516883877422,"0",total_cluster copy,C:/Users/Asus/Desktop/Vinicius/Clusters/total_cluster.shp,"154"
189917.304399999993620,8450657.455000000074506,"0",468.204009999999982,,,,,,"0","436",3.647073301434595,"0",total_cluster copy,C:/Users/Asus/Desktop/Vinicius/Clusters/total_cluster.shp,"155"
189883.102099999989150,8451643.046000000089407,"0",481.424011199999995,,,,,,"0","437",4.707971462133322,"0",total_cluster copy,C:/Users/Asus/Desktop/Vinicius/Clusters/total_cluster.shp,"156"
189848.907100000011269,8452628.632000001147389,"0",502.279998799999987,,,,,,"0","438",2.652814531954000,"0",total_cluster copy,C:/Users/Asus/Desktop/Vinicius/Clusters/total_cluster.shp,"157"
191034.977600000012899,8447734.592000000178814,"0",456.929992700000014,,,,,,"0","453",6.476050362903925,"0",total_cluster copy,C:/Users/Asus/Desktop/Vinicius/Clusters/total_cluster.shp,"158"
191000.758999999990920,8448720.188999999314547,"0",488.083007800000019,,,,,,"0","454",2.676369309162374,"0",total_cluster copy,C:/Users/Asus/Desktop/Vinicius/Clusters/total_cluster.shp,"159"
190966.547699999995530,8449705.780999999493361,"0",450.201995800000134,,,,,,"0","455",2.958397654524149,"0",total_cluster copy,C:/Users/Asus/Desktop/Vinicius/Clusters/total_cluster.shp,"160"
190932.343599999992875,8450691.368999999016523,"0",459.161010700000020,,,,,,"0","456",4.942106000928426,"0",total_cluster copy,C:/Users/Asus/Desktop/Vinicius/Clusters/total_cluster.shp,"161"
192049.992599999997765,8447768.520999999716878,"0",461.377014200000019,,,,,,"0","473",5.649466915325426,"0",total_cluster copy,C:/Users/Asus/Desktop/Vinicius/Clusters/total_cluster.shp,"162"
192015.779600000008941,8448754.109999999403954,"0",481.520996099999991,,,,,,"0","474",3.342953818428252,"0",total_cluster copy,C:/Users/Asus/Desktop/Vinicius/Clusters/total_cluster.shp,"163"
191981.573899999988498,8449739.695000000298023,"0",459.657012899999984,,,,,,"0","475",7.033893935565339,"0",total_cluster copy,C:/Users/Asus/Desktop/Vinicius/Clusters/total_cluster.shp,"164"
193065.000100000004750,8447802.441999999806285,"0",478.841003399999977,,,,,,"0","493",4.024464146473380,"0",total_cluster copy,C:/Users/Asus/Desktop/Vinicius/Clusters/total_cluster.shp,"165"
193030.792699999990873,8448788.024000000208616,"0",491.923004199999866,,,,,,"0","494",2.579788738568118,"0",total_cluster copy,C:/Users/Asus/Desktop/Vinicius/Clusters/total_cluster.shp,"166"
192996.592499999998836,8449773.600999999791384,"0",478.860992399999986,,,,,,"0","495",1.000000000000000,"0",total_cluster copy,C:/Users/Asus/Desktop/Vinicius/Clusters/total_cluster.shp,"167"
192962.399499999999534,8450759.174000000581145,"1",490.488006600000062,,,,,,"0","496",3.144176588511423,"0",total_cluster copy,C:/Users/Asus/Desktop/Vinicius/Clusters/total_cluster.shp,"168"
194080.000100000004750,8447836.355000000447035,"0",493.713989299999980,,,,,,"0","513",4.875914491796007,"0",total_cluster copy,C:/Users/Asus/Desktop/Vinicius/Clusters/total_cluster.shp,"169"
194045.798299999994924,8448821.928999999538064,"0",479.173004199999866,,,,,,"0","514",5.235683146956323,"0",total_cluster copy,C:/Users/Asus/Desktop/Vinicius/Clusters/total_cluster.shp,"170"
194011.603700000006938,8449807.498999999836087,"0",488.463989299999980,,,,,,"0","515",4.028604621976785,"0",total_cluster copy,C:/Users/Asus/Desktop/Vinicius/Clusters/total_cluster.shp,"171"
193977.416200000006938,8450793.064999999478459,"0",487.065002400000026,,,,,,"0","516",4.608886801246328,"0",total_cluster copy,C:/Users/Asus/Desktop/Vinicius/Clusters/total_cluster.shp,"172"
195094.992700000002515,8447870.260999999940395,"2",506.270996099999991,,,,,,"0","532",6.759677712972432,"0",total_cluster copy,C:/Users/Asus/Desktop/Vinicius/Clusters/total_cluster.shp,"173"
195060.796399999991991,8448855.827999999746680,"0",491.557006800000011,,,,,,"0","533",9.014520039613249,"0",total_cluster copy,C:/Users/Asus/Desktop/Vinicius/Clusters/total_cluster.shp,"174"
195026.607300000003306,8449841.390000000596046,"0",494.278015100000061,,,,,,"0","534",6.447700440631103,"0",total_cluster copy,C:/Users/Asus/Desktop/Vinicius/Clusters/total_cluster.shp,"175"
194992.425400000007357,8450826.947999998927116,"0",491.563995400000010,,,,,,"0","535",4.413334105750939,"0",total_cluster copy,C:/Users/Asus/Desktop/Vinicius/Clusters/total_cluster.shp,"176"
194958.250599999999395,8451812.501000000163913,"0",526.940002400000026,,,,,,"0","536",4.940345292095434,"0",total_cluster copy,C:/Users/Asus/Desktop/Vinicius/Clusters/total_cluster.shp,"177"
196109.977799999993294,8447904.158999999985099,"0",532.671997099999999,,,,,,"0","551",9.042843160073721,"0",total_cluster copy,C:/Users/Asus/Desktop/Vinicius/Clusters/total_cluster.shp,"178"
196075.787099999986822,8448889.718000000342727,"0",529.771972699999992,,,,,,"0","552",7.029211339443576,"0",total_cluster copy,C:/Users/Asus/Desktop/Vinicius/Clusters/total_cluster.shp,"179"
196041.603499999997439,8449875.273000000044703,"0",524.096984899999825,,,,,,"0","553",7.033924581975173,"0",total_cluster copy,C:/Users/Asus/Desktop/Vinicius/Clusters/total_cluster.shp,"180"
196007.427100000000792,8450860.822999998927116,"0",508.148986799999989,,,,,,"0","554",7.058902033299177,"0",total_cluster copy,C:/Users/Asus/Desktop/Vinicius/Clusters/total_cluster.shp,"181"
197124.955400000006193,8447938.049000000581145,"0",573.963012700000036,,,,,,"0","570",9.034708944666908,"0",total_cluster copy,C:/Users/Asus/Desktop/Vinicius/Clusters/total_cluster.shp,"182"
197090.770300000003772,8448923.600999999791384,"0",575.385009799999807,,,,,,"0","571",7.220327736230844,"0",total_cluster copy,C:/Users/Asus/Desktop/Vinicius/Clusters/total_cluster.shp,"183"
197056.592299999989336,8449909.148000000044703,"0",543.653991700000006,,,,,,"0","572",7.045872041990044,"0",total_cluster copy,C:/Users/Asus/Desktop/Vinicius/Clusters/total_cluster.shp,"184"
197022.421399999991991,8450894.690999999642372,"0",530.693969700000025,,,,,,"0","573",7.055559084997923,"0",total_cluster copy,C:/Users/Asus/Desktop/Vinicius/Clusters/total_cluster.shp,"185"
198139.925699999992503,8447971.930999999865890,"0",567.638977100000034,,,,,,"0","589",5.786809089439991,"0",total_cluster copy,C:/Users/Asus/Desktop/Vinicius/Clusters/total_cluster.shp,"186"
198105.746099999989383,8448957.475999999791384,"0",550.158996600000023,,,,,,"0","590",7.087689817935336,"0",total_cluster copy,C:/Users/Asus/Desktop/Vinicius/Clusters/total_cluster.shp,"187"
198071.573700000008103,8449943.016000000759959,"5",543.612976099999969,,,,,,"0","591",3.787145063814561,"0",total_cluster copy,C:/Users/Asus/Desktop/Vinicius/Clusters/total_cluster.shp,"188"
198037.408300000010058,8450928.551000000908971,"0",535.921020500000054,,,,,,"0","592",7.081965000046325,"0",total_cluster copy,C:/Users/Asus/Desktop/Vinicius/Clusters/total_cluster.shp,"189"
199154.888600000005681,8448005.805999999865890,"0",571.802001999999902,,,,,,"0","608",1.000000000000000,"0",total_cluster copy,C:/Users/Asus/Desktop/Vinicius/Clusters/total_cluster.shp,"190"
199120.714600000006612,8448991.343000000342727,"0",559.034973100000116,,,,,,"0","609",4.192966812532879,"0",total_cluster copy,C:/Users/Asus/Desktop/Vinicius/Clusters/total_cluster.shp,"191"
199086.547699999995530,8449976.876000000163913,"0",536.190002400000026,,,,,,"0","610",1.000000000000000,"0",total_cluster copy,C:/Users/Asus/Desktop/Vinicius/Clusters/total_cluster.shp,"192"
200169.844099999987520,8448039.672000000253320,"0",547.333007800000019,,,,,,"0","627",6.709695243599175,"0",total_cluster copy,C:/Users/Asus/Desktop/Vinicius/Clusters/total_cluster.shp,"193"
200135.675699999992503,8449025.201999999582767,"0",539.741027799999983,,,,,,"0","628",4.390092520631732,"0",total_cluster copy,C:/Users/Asus/Desktop/Vinicius/Clusters/total_cluster.shp,"194"
200101.514399999985471,8450010.728000000119209,"4",525.706970200000001,,,,,,"0","629",2.966330293344594,"0",total_cluster copy,C:/Users/Asus/Desktop/Vinicius/Clusters/total_cluster.shp,"195"
201184.792400000005728,8448073.531999999657273,"0",553.924987799999826,,,,,,"0","646",9.055882128067967,"0",total_cluster copy,C:/Users/Asus/Desktop/Vinicius/Clusters/total_cluster.shp,"196"
182606.481800000008661,8456333.643999999389052,"0",433.533996600000023,,,,,,"0","1729",7.025502444591528,"0",total_cluster copy,C:/Users/Asus/Desktop/Vinicius/Clusters/total_cluster.shp,"197"
