Unnamed_ 0,ID,X,Y,Population,Elevation,Weight,clusters,ID1,ID2,Weight_2,line_lengt,line_len_1,i
"5787","5788",236803.385000000009313,8475888.312999999150634,"0",801.874023400000056,5.054250589505997,"3","5788","5726","8554",1015.390770374651993,,"70"
"5814","5815",235892.979200000001583,8502486.514000000432134,"0",904.846984900000052,1.000000000000000,"-1","5816","5815","6827",,985.645965883324948,"71"
"5814","5815",235892.979200000001583,8502486.514000000432134,"0",904.846984900000052,1.000000000000000,"-1","5815","5752","12622",,1414.197737473596817,"72"
"5815","5816",235859.347000000008848,8503471.586000001057982,"0",970.234985400000028,3.147246230747032,"-1","5879","5816","15541",,1414.187394263388796,"73"
"5815","5816",235859.347000000008848,8503471.586000001057982,"0",970.234985400000028,3.147246230747032,"-1","5816","5815","6827",,985.645965883324948,"74"
"5878","5879",236840.684700000012526,8504489.869999999180436,"0",950.784973100000002,3.446440899326630,"-1","5943","5879","22287",,1015.500512724794135,"75"
"5878","5879",236840.684700000012526,8504489.869999999180436,"0",950.784973100000002,3.446440899326630,"-1","5879","5816","15541",,1414.187394263388796,"76"
"5942","5943",237855.641999999992549,8504523.081000000238419,"0",742.096984899999825,9.453401830171893,"9","6008","5943","28813",,1015.493787295951847,"77"
"5942","5943",237855.641999999992549,8504523.081000000238419,"0",742.096984899999825,9.453401830171893,"9","5943","5879","22287",,1015.500512724794135,"78"
"6007","6008",238870.592800000013085,8504556.285000000149012,"0",680.018005399999993,7.540659861456350,"9","6075","6008","25667",,1015.487294496659274,"79"
"6007","6008",238870.592800000013085,8504556.285000000149012,"0",680.018005399999993,7.540659861456350,"9","6008","5943","28813",,1015.493787295951847,"80"
"6074","6075",239885.537299999996321,8504589.482999999076128,"0",513.482971200000179,7.426312665213787,"9","6142","6075","24576",,1015.480669098485919,"81"
"6074","6075",239885.537299999996321,8504589.482999999076128,"0",513.482971200000179,7.426312665213787,"9","6075","6008","25667",,1015.487294496659274,"82"
"6141","6142",240900.475399999995716,8504622.674000000581145,"0",428.742004399999985,7.045975771634272,"9","6209","6142","23907",,1015.473976477729707,"83"
"6141","6142",240900.475399999995716,8504622.674000000581145,"0",428.742004399999985,7.045975771634272,"9","6142","6075","24576",,1015.480669098485919,"84"
"6208","6209",241915.407000000006519,8504655.858999999240041,"0",394.802002000000016,7.073486974000352,"9","6276","6209","11971",,1015.467616403967440,"85"
"6208","6209",241915.407000000006519,8504655.858999999240041,"0",394.802002000000016,7.073486974000352,"9","6209","6142","23907",,1015.473976477729707,"86"
"6275","6276",242930.332400000013877,8504689.038999998942018,"8",394.679992700000014,7.111038534402154,"9","6276","6209","11971",,1015.467616403967440,"87"
"7074","7075",237818.219600000011269,8475921.712999999523163,"2",760.726989700000104,1.000000000000000,"3","7075","5788","10253",1015.384077754417376,,"88"
