Unnamed_ 0,id,X,Y,Population,Elevation,Weight,clusters
"1251","1",841698.491599999950267,8507580.405999999493361,"0",570.796997099999999,6.000000000000000,"3"
"1252","2",841688.802600000053644,8508566.551000000908971,"0",579.273986799999989,5.026587278500000,"3"
"1300","3",842733.919699999969453,8505616.726999999955297,"0",662.851989700000104,6.000000000000000,"3"
"1301","4",842724.250999999814667,8506602.888000000268221,"0",617.835998500000187,6.000000000000000,"3"
"1302","5",842714.573800000012852,8507589.044999999925494,"0",639.260009799999807,6.000000000000000,"3"
"1303","6",842704.888200000044890,8508575.197999998927116,"0",598.659973100000116,2.516559851500000,"3"
"1304","7",842695.194200000027195,8509561.347999999299645,"1",591.601989700000104,3.063461082000000,"3"
"1305","8",842685.491700000013225,8510547.493999999016523,"0",704.445983899999987,5.623119121499999,"3"
"1350","9",843759.660700000007637,8504639.169999999925494,"0",760.887023900000031,6.000000000000000,"3"
"1351","10",843750.003900000010617,8505625.343000000342727,"0",599.492004399999814,6.000000000000000,"3"
"1352","11",843740.338600000017323,8506611.512000000104308,"0",647.921020500000054,6.000000000000000,"3"
"1353","12",843730.664899999974295,8507597.677999999374151,"0",661.513977100000034,5.921985096999999,"3"
"1354","13",843720.982599999988452,8508583.839999999850988,"0",736.159973100000116,1.000000000000000,"3"
"1355","14",843711.292000000015832,8509569.997999999672174,"4",768.309997599999974,5.162921675000000,"3"
"1356","15",843701.592799999983981,8510556.152999999001622,"0",717.601989700000104,6.000000000000000,"3"
"1357","16",843691.885200000018813,8511542.303999999538064,"0",851.726989699999990,6.000000000000000,"3"
"1358","17",843682.169200000003912,8512528.451999999582767,"0",830.416015600000037,6.000000000000000,"3"
"1400","18",844785.395099999965169,8503661.586000001057982,"0",827.653991700000006,6.000000000000000,"3"
"1401","19",844775.750299999956042,8504647.770999999716878,"0",725.711975100000018,6.000000000000000,"3"
"1402","20",844766.096900000004098,8505633.952999999746680,"0",644.570007299999816,6.000000000000000,"3"
"1403","21",844756.435100000002421,8506620.131000000983477,"0",664.043029799999999,6.000000000000000,"3"
"1404","22",844746.764700000057928,8507606.304999999701977,"0",799.252990700000055,6.000000000000000,"3"
"1405","23",844737.085899999947287,8508592.474999999627471,"0",854.674011199999995,1.000000000000000,"3"
"1406","24",844727.398599999956787,8509578.642000000923872,"0",900.039001500000040,4.510522327500000,"3"
"1407","25",844717.702799999970011,8510564.805999999865890,"0",862.413024899999982,6.000000000000000,"3"
