Unnamed_ 0,ID,X,Y,Population,Elevation,Weight,clusters,ID1,ID2,Weight_2,id_2,line_lengt,i
"280","281",184807.763799999986077,8451473.399000000208616,"1",436.341003399999977,2.608706768338791,"0","280","281",15944.182973867069450,"0",986.223205819201439,"42"
"280","281",184807.763799999986077,8451473.399000000208616,"1",436.341003399999977,2.608706768338791,"0","281","282",14521.347997804141414,"0",986.217948547600145,"43"
"280","281",184807.763799999986077,8451473.399000000208616,"1",436.341003399999977,2.608706768338791,"0","281","309",4418.703751557087344,"0",1015.650378833698937,"44"
"281","282",184773.541399999987334,8452459.023000000044703,"2",428.933990500000050,6.226494851612074,"0","260","282",36036.156129273913393,"0",1416.604455244625342,"45"
"281","282",184773.541399999987334,8452459.023000000044703,"2",428.933990500000050,6.226494851612074,"0","281","282",14521.347997804141414,"0",986.217948547600145,"46"
"305","306",185925.542099999991478,8448550.466000000014901,"5",446.165008499999999,9.079823068766368,"0","279","306",37998.375131715438329,"0",1414.779574062076563,"47"
"305","306",185925.542099999991478,8448550.466000000014901,"5",446.165008499999999,9.079823068766368,"0","306","307",29795.169109516271419,"0",986.224528045340321,"48"
"306","307",185891.302900000009686,8449536.096000000834465,"1",435.605987500000026,9.047757631058264,"0","306","307",29795.169109516271419,"0",986.224528045340321,"49"
"306","307",185891.302900000009686,8449536.096000000834465,"1",435.605987500000026,9.047757631058264,"0","307","342",27205.953044515372312,"0",1015.631990114268319,"50"
"308","309",185822.846799999999348,8451507.343000000342727,"0",463.359985399999857,2.690849425085057,"0","281","309",4418.703751557087344,"0",1015.650378833698937,"51"
"337","338",187043.345499999995809,8445627.531999999657273,"2",449.309997599999974,7.060268542637459,"0","338","375",23860.625224502382480,"0",1015.602642668248563,"52"
"341","342",186906.367200000007870,8449570.049000000581145,"2",429.802002000000016,7.025916637041949,"0","307","342",27205.953044515372312,"0",1015.631990114268319,"53"
"341","342",186906.367200000007870,8449570.049000000581145,"2",429.802002000000016,7.025916637041949,"0","342","379",23915.718232477029233,"0",1015.623893637868832,"54"
"374","375",188058.379699999990407,8445661.507000001147389,"0",476.652008100000103,7.032468536509763,"0","412","375",23888.288863668105478,"0",1015.594712828971637,"55"
"374","375",188058.379699999990407,8445661.507000001147389,"0",476.652008100000103,7.032468536509763,"0","338","375",23860.625224502382480,"0",1015.602642668248563,"56"
"378","379",187921.423700000013923,8449603.992999998852611,"7",446.315002400000026,7.102314922241081,"0","416","379",23941.209489722168655,"0",1015.616063953429261,"57"
"378","379",187921.423700000013923,8449603.992999998852611,"7",446.315002400000026,7.102314922241081,"0","342","379",23915.718232477029233,"0",1015.623893637868832,"58"
"411","412",189073.406199999997625,8445695.474999999627471,"0",470.618988000000002,7.081580766106010,"0","412","15",23925.270229618334270,"0",1015.586816101041450,"59"
"411","412",189073.406199999997625,8445695.474999999627471,"0",470.618988000000002,7.081580766106010,"0","412","375",23888.288863668105478,"0",1015.594712828971637,"60"
"415","416",188936.472600000008242,8449637.929999999701977,"4",457.269012499999974,7.042131285134666,"0","416","437",16605.722481654607691,"0",1414.730449773726605,"61"
"415","416",188936.472600000008242,8449637.929999999701977,"4",457.269012499999974,7.042131285134666,"0","416","379",23941.209489722168655,"0",1015.616063953429261,"62"
"436","437",189917.304399999993620,8450657.455000000074506,"0",468.204009999999982,3.647073301434595,"0","416","437",16605.722481654607691,"0",1414.730449773726605,"63"
"494","495",193030.792699999990873,8448788.024000000208616,"0",491.923004199999866,2.579788738568118,"0","495","496",1645.240399574186995,"0",986.170206712926984,"64"
"495","496",192996.592499999998836,8449773.600999999791384,"0",478.860992399999986,1.000000000000000,"0","495","496",1645.240399574186995,"0",986.170206712926984,"65"
"495","496",192996.592499999998836,8449773.600999999791384,"0",478.860992399999986,1.000000000000000,"0","496","497",6811.202014316699206,"0",986.165959450820196,"66"
"496","497",192962.399499999999534,8450759.174000000581145,"1",490.488006600000062,3.144176588511423,"0","496","497",6811.202014316699206,"0",986.165959450820196,"67"
"513","514",194080.000100000004750,8447836.355000000447035,"0",493.713989299999980,4.875914491796007,"0","63","514",7826.975321883218385,"0",1414.679543873386592,"68"
"532","533",195094.992700000002515,8447870.260999999940395,"2",506.270996099999991,6.759677712972432,"0","90","533",11112.321253391024584,"0",986.164321304249142,"69"
"591","592",198071.573700000008103,8449943.016000000759959,"5",543.612976099999969,3.787145063814561,"0","592","611",8101.957445983460275,"0",1015.538635540733139,"70"
"608","609",199154.888600000005681,8448005.805999999865890,"0",571.802001999999902,1.000000000000000,"0","609","610",8534.756436467210733,"0",986.129322475475306,"71"
"608","609",199154.888600000005681,8448005.805999999865890,"0",571.802001999999902,1.000000000000000,"0","609","127",12433.314545492816251,"0",1414.619186359025889,"72"
"609","610",199120.714600000006612,8448991.343000000342727,"0",559.034973100000116,4.192966812532879,"0","609","610",8534.756436467210733,"0",986.129322475475306,"73"
"609","610",199120.714600000006612,8448991.343000000342727,"0",559.034973100000116,4.192966812532879,"0","610","611",8536.294243741160244,"0",986.125078853721448,"74"
"610","611",199086.547699999995530,8449976.876000000163913,"0",536.190002400000026,1.000000000000000,"0","592","611",8101.957445983460275,"0",1015.538635540733139,"75"
"610","611",199086.547699999995530,8449976.876000000163913,"0",536.190002400000026,1.000000000000000,"0","610","611",8536.294243741160244,"0",986.125078853721448,"76"
"610","611",199086.547699999995530,8449976.876000000163913,"0",536.190002400000026,1.000000000000000,"0","611","630",6712.905737908597985,"0",1015.531072893816713,"77"
"629","630",200101.514399999985471,8450010.728000000119209,"4",525.706970200000001,2.966330293344594,"0","611","630",6712.905737908597985,"0",1015.531072893816713,"78"
"719","720",203684.086600000009639,8463942.561000000685453,"5",468.273986799999989,7.041698199913050,"2","720","739",23846.959748735000176,"0",1015.564827765779796,"79"
"738","739",204699.091699999989942,8463976.274000000208616,"0",458.860992399999986,7.047990408823470,"2","720","739",23846.959748735000176,"0",1015.564827765779796,"80"
"738","739",204699.091699999989942,8463976.274000000208616,"0",458.860992399999986,7.047990408823470,"2","739","758",16343.026449580187546,"0",1015.557299437545339,"81"
"757","758",205714.089500000001863,8464009.980000000447035,"0",490.489013699999987,2.603896408040365,"2","739","758",16343.026449580187546,"0",1015.557299437545339,"82"
"757","758",205714.089500000001863,8464009.980000000447035,"0",490.489013699999987,2.603896408040365,"2","758","776",16142.195422112974484,"0",1416.405393035657880,"83"
"775","776",206763.106700000003912,8463058.262000000104308,"9",471.365997300000004,4.234119914711584,"2","758","776",16142.195422112974484,"0",1416.405393035657880,"84"
"775","776",206763.106700000003912,8463058.262000000104308,"9",471.365997300000004,4.234119914711584,"2","776","796",20540.080740509794850,"0",1414.516001006836632,"85"
"778","779",206661.047599999990780,8466014.497000001370907,"0",520.554016100000013,1.000000000000000,"2","779","798",7887.739011469707293,"0",1015.552239605959016,"86"
"778","779",206661.047599999990780,8466014.497000001370907,"0",520.554016100000013,1.000000000000000,"2","779","3916",18994.090570048276277,"0",1416.407589173873248,"87"
"795","796",207744.063599999994040,8464077.368999999016523,"3",462.446014400000024,4.479133174789066,"2","776","796",20540.080740509794850,"0",1414.516001006836632,"88"
"795","796",207744.063599999994040,8464077.368999999016523,"3",462.446014400000024,4.479133174789066,"2","796","797",18935.245496366118459,"0",985.991889946620745,"89"
"796","797",207710.048999999999069,8465062.774000000208616,"3",464.355011000000104,7.044554135446138,"2","796","797",18935.245496366118459,"0",985.991889946620745,"90"
"796","797",207710.048999999999069,8465062.774000000208616,"3",464.355011000000104,7.044554135446138,"2","798","797",17580.386880229420058,"0",985.986654909701770,"91"
"797","798",207676.041300000011688,8466048.174000000581145,"11",468.667999300000020,3.654562408076330,"2","779","798",7887.739011469707293,"0",1015.552239605959016,"92"
"797","798",207676.041300000011688,8466048.174000000581145,"11",468.667999300000020,3.654562408076330,"2","798","797",17580.386880229420058,"0",985.986654909701770,"93"
"797","798",207676.041300000011688,8466048.174000000581145,"11",468.667999300000020,3.654562408076330,"2","798","817",13212.946991346216237,"0",1015.544811459466359,"94"
"816","817",208691.027800000010757,8466081.844000000506639,"0",467.067993199999989,4.152627507266868,"2","798","817",13212.946991346216237,"0",1015.544811459466359,"95"
"816","817",208691.027800000010757,8466081.844000000506639,"0",467.067993199999989,4.152627507266868,"2","817","836",18985.478521325927431,"0",1015.537450155510328,"96"
"835","836",209706.007199999992736,8466115.506000000983477,"13",469.096984899999995,7.065475395405178,"2","4115","836",18273.710613053794077,"0",985.968075959333419,"97"
"835","836",209706.007199999992736,8466115.506000000983477,"13",469.096984899999995,7.065475395405178,"2","817","836",18985.478521325927431,"0",1015.537450155510328,"98"
"911","912",213765.854099999996834,8466250.082000000402331,"0",484.514007600000014,1.000000000000000,"2","4254","912",19135.678685416365624,"0",1416.344939760960870,"99"
"911","912",213765.854099999996834,8466250.082000000402331,"0",484.514007600000014,1.000000000000000,"2","912","931",9392.603270222651190,"0",1015.501109916937935,"100"
"926","927",214916.726099999999860,8462342.278999999165535,"6",514.627990699999827,3.645806480319340,"2","947","927",17917.027473263249703,"0",1414.422280133506320,"101"
"930","931",214780.798299999994924,8466283.708999998867512,"3",485.641998300000012,4.550089549567939,"2","4416","931",27302.881445084833103,"0",1414.423316483263534,"102"
"930","931",214780.798299999994924,8466283.708999998867512,"3",485.641998300000012,4.550089549567939,"2","912","931",9392.603270222651190,"0",1015.501109916937935,"103"
"946","947",215897.655900000012480,8463361.281999999657273,"0",508.325988800000005,3.955307451296521,"2","947","966",17112.320623216619424,"0",1015.471991571362651,"104"
"946","947",215897.655900000012480,8463361.281999999657273,"0",508.325988800000005,3.955307451296521,"2","947","927",17917.027473263249703,"0",1414.422280133506320,"105"
"965","966",216912.570799999986775,8463394.913999998942018,"1",526.580017099999964,6.155026137028162,"2","947","966",17112.320623216619424,"0",1015.471991571362651,"106"
"965","966",216912.570799999986775,8463394.913999998942018,"1",526.580017099999964,6.155026137028162,"2","966","967",11756.685132983215226,"0",985.931559664585961,"107"
"966","967",216878.595800000010058,8464380.259999999776483,"0",536.408019999999965,1.000000000000000,"2","966","967",11756.685132983215226,"0",985.931559664585961,"108"
"966","967",216878.595800000010058,8464380.259999999776483,"0",536.408019999999965,1.000000000000000,"2","967","986",3384.700323756446778,"0",1015.469728980378932,"109"
"985","986",217893.508899999986170,8464413.877999998629093,"0",545.635009799999807,1.000000000000000,"2","967","986",3384.700323756446778,"0",1015.469728980378932,"110"
"985","986",217893.508899999986170,8464413.877999998629093,"0",545.635009799999807,1.000000000000000,"2","986","1006",9795.579586105137423,"0",1414.388144301164630,"111"
"987","988",217825.589000000007218,8466384.542999999597669,"2",504.201995800000134,6.855374290612589,"2","988","1007",13293.935420611902373,"0",1015.472332167647664,"112"
"1005","1006",218874.456999999994878,8465432.815999999642372,"0",521.125000000000000,3.155191208955853,"2","986","1006",9795.579586105137423,"0",1414.388144301164630,"113"
"1005","1006",218874.456999999994878,8465432.815999999642372,"0",521.125000000000000,3.155191208955853,"2","1006","1007",6827.333128145479350,"0",985.908766631294043,"114"
"1006","1007",218840.505399999994552,8466418.140000000596046,"1",512.140014600000200,1.000000000000000,"2","4546","1007",18997.279618137497891,"0",1416.301775027576241,"115"
"1006","1007",218840.505399999994552,8466418.140000000596046,"1",512.140014600000200,1.000000000000000,"2","988","1007",13293.935420611902373,"0",1015.472332167647664,"116"
"1006","1007",218840.505399999994552,8466418.140000000596046,"1",512.140014600000200,1.000000000000000,"2","1006","1007",6827.333128145479350,"0",985.908766631294043,"117"
"1006","1007",218840.505399999994552,8466418.140000000596046,"1",512.140014600000200,1.000000000000000,"2","1007","4678",9361.526568080773359,"0",1414.377911212235631,"118"
"1185","1186",230004.138299999991432,8466787.230000000447035,"4",860.926025400000185,3.257916104445085,"3","1186","5338",7024.081663421475241,"0",985.828672715024595,"119"
"1488","1489",171634.922300000005635,8479649.655999999493361,"0",366.967010500000015,7.211076306413919,"4","1489","1490",23742.151080483628903,"0",986.193496733294182,"120"
"1488","1489",171634.922300000005635,8479649.655999999493361,"0",366.967010500000015,7.211076306413919,"4","1489","1505",33765.092477794671140,"0",1416.736205008372053,"121"
"1489","1490",171600.857699999993201,8480635.260999999940395,"3",443.894012499999974,7.191339902993519,"4","1489","1490",23742.151080483628903,"0",986.193496733294182,"122"
"1503","1504",172718.392400000011548,8477712.257999999448657,"3",361.377990699999998,7.025624424396695,"4","1504","1505",23198.800907307337184,"0",986.192863527007830,"123"
"1503","1504",172718.392400000011548,8477712.257999999448657,"3",361.377990699999998,7.025624424396695,"4","1504","1525",38305.185469855001429,"0",1416.724825481842345,"124"
"1504","1505",172684.317199999990407,8478697.861999999731779,"6",356.424011199999995,7.089765671435107,"4","1489","1505",33765.092477794671140,"0",1416.736205008372053,"125"
"1504","1505",172684.317199999990407,8478697.861999999731779,"6",356.424011199999995,7.089765671435107,"4","1504","1505",23198.800907307337184,"0",986.192863527007830,"126"
"1504","1505",172684.317199999990407,8478697.861999999731779,"6",356.424011199999995,7.089765671435107,"4","1505","1528",38294.757142837464926,"0",1414.930236321814846,"127"
"1510","1511",172480.028200000000652,8484611.408999999985099,"4",428.045013400000016,9.092352914967510,"4","1511","1533",27631.787160485066124,"0",1015.904235816710525,"128"
"1521","1522",173870.060399999987567,8473803.652999999001622,"4",362.322997999999984,7.036841311288147,"4","1522","1523",21711.231412299908698,"0",986.199755183353659,"129"
"1522","1523",173835.959299999987707,8474789.263000000268221,"0",382.938995400000010,6.170620873841697,"4","1522","1523",21711.231412299908698,"0",986.199755183353659,"130"
"1522","1523",173835.959299999987707,8474789.263000000268221,"0",382.938995400000010,6.170620873841697,"4","1523","1524",19289.678232991052937,"0",986.196490751419446,"131"
"1523","1524",173801.865900000004331,8475774.869999999180436,"0",395.727996800000028,5.565368243412953,"4","1523","1524",19289.678232991052937,"0",986.196490751419446,"132"
"1523","1524",173801.865900000004331,8475774.869999999180436,"0",395.727996800000028,5.565368243412953,"4","1524","1525",24251.119713852389395,"0",986.192230435261081,"133"
"1524","1525",173767.780100000003586,8476760.472999999299645,"0",411.156005900000025,9.188699177878988,"4","1504","1525",38305.185469855001429,"0",1416.724825481842345,"134"
"1524","1525",173767.780100000003586,8476760.472999999299645,"0",411.156005900000025,9.188699177878988,"4","1524","1525",24251.119713852389395,"0",986.192230435261081,"135"
"1527","1528",173665.569099999993341,8479717.259999999776483,"7",372.743988000000002,9.149638390253903,"4","1505","1528",38294.757142837464926,"0",1414.930236321814846,"136"
"1527","1528",173665.569099999993341,8479717.259999999776483,"7",372.743988000000002,9.149638390253903,"4","1528","1551",27418.540015854221565,"0",1015.873483841260736,"137"
"1532","1533",173495.371400000003632,8484645.167000001296401,"4",475.736999500000024,7.210846808181820,"4","1511","1533",27631.787160485066124,"0",1015.904235816710525,"138"
"1532","1533",173495.371400000003632,8484645.167000001296401,"4",475.736999500000024,7.210846808181820,"4","1533","1534",23690.583331847832596,"0",986.157856689530718,"139"
"1532","1533",173495.371400000003632,8484645.167000001296401,"4",475.736999500000024,7.210846808181820,"4","1533","1556",17608.808387485791172,"0",1015.895840984143319,"140"
"1533","1534",173461.354900000005728,8485630.737999999895692,"1",475.110992399999986,7.204460655646084,"4","1533","1534",23690.583331847832596,"0",986.157856689530718,"141"
"1535","1536",173393.345100000005914,8487601.868999999016523,"2",468.263000499999976,7.053751300788115,"4","1536","1560",33460.323520669233403,"0",1414.921126911268857,"142"
"1550","1551",174680.880399999994552,8479751.052000001072884,"6",371.949005100000022,7.046043956311968,"4","1528","1551",27418.540015854221565,"0",1015.873483841260736,"143"
"1550","1551",174680.880399999994552,8479751.052000001072884,"6",371.949005100000022,7.046043956311968,"4","1551","1552",23143.578640200485097,"0",986.168014346534505,"144"
"1551","1552",174646.830199999996694,8480736.632000001147389,"0",372.915008499999999,7.036271706921768,"4","1551","1552",23143.578640200485097,"0",986.168014346534505,"145"
"1551","1552",174646.830199999996694,8480736.632000001147389,"0",372.915008499999999,7.036271706921768,"4","1552","1553",23192.924530267708178,"0",986.164746846218577,"146"
"1552","1553",174612.787799999990966,8481722.208999998867512,"9",397.039001499999983,7.071902672366064,"4","1552","1553",23192.924530267708178,"0",986.164746846218577,"147"
"1552","1553",174612.787799999990966,8481722.208999998867512,"9",397.039001499999983,7.071902672366064,"4","1553","1554",23339.780229990727094,"0",986.161489765185365,"148"
"1553","1554",174578.752899999992223,8482707.782999999821186,"5",426.786010700000020,7.123441096279088,"4","1553","1554",23339.780229990727094,"0",986.161489765185365,"149"
"1553","1554",174578.752899999992223,8482707.782999999821186,"5",426.786010700000020,7.123441096279088,"4","1554","1578",19274.365847402325016,"0",1015.878816362120801,"150"
"1555","1556",174510.706399999995483,8484678.918999999761581,"2",456.307006800000011,3.188260238367123,"4","1533","1556",17608.808387485791172,"0",1015.895840984143319,"151"
"1555","1556",174510.706399999995483,8484678.918999999761581,"2",456.307006800000011,3.188260238367123,"4","1556","1580",12681.236829174749801,"0",1015.887612855833936,"152"
"1559","1560",174374.705400000006193,8488621.150000000372529,"3",470.670013400000016,7.136561147045210,"4","1536","1560",33460.323520669233403,"0",1414.921126911268857,"153"
"1559","1560",174374.705400000006193,8488621.150000000372529,"3",470.670013400000016,7.136561147045210,"4","1560","1584",18023.056956348980748,"0",1015.905140162372163,"154"
"1577","1578",175594.070600000006380,8482741.542999999597669,"3",420.153991700000006,4.261312128429198,"4","1554","1578",19274.365847402325016,"0",1015.878816362120801,"155"
"1577","1578",175594.070600000006380,8482741.542999999597669,"3",420.153991700000006,4.261312128429198,"4","1578","1579",11506.609717894891219,"0",986.149065581586001,"156"
"1577","1578",175594.070600000006380,8482741.542999999597669,"3",420.153991700000006,4.261312128429198,"4","1578","1602",12191.960167245517368,"0",1015.870521458428811,"157"
"1578","1579",175560.048199999990175,8483727.105000000447035,"4",438.924987800000054,2.739055298410534,"4","1578","1579",11506.609717894891219,"0",986.149065581586001,"158"
"1578","1579",175560.048199999990175,8483727.105000000447035,"4",438.924987800000054,2.739055298410534,"4","1579","1580",11575.625415704093029,"0",986.145805191642921,"159"
"1579","1580",175526.033399999985704,8484712.663999998942018,"2",466.395996099999991,4.301867331834536,"4","1556","1580",12681.236829174749801,"0",1015.887612855833936,"160"
"1579","1580",175526.033399999985704,8484712.663999998942018,"2",466.395996099999991,4.301867331834536,"4","1579","1580",11575.625415704093029,"0",986.145805191642921,"161"
"1579","1580",175526.033399999985704,8484712.663999998942018,"2",466.395996099999991,4.301867331834536,"4","1580","1581",13062.640297442359952,"0",986.141542010320791,"162"
"1579","1580",175526.033399999985704,8484712.663999998942018,"2",466.395996099999991,4.301867331834536,"4","1580","1605",27554.215393843373022,"0",1414.893699420879784,"163"
"1580","1581",175492.026299999997718,8485698.219000000506639,"0",577.377014200000190,3.596792488764210,"4","1580","1581",13062.640297442359952,"0",986.141542010320791,"164"
"1580","1581",175492.026299999997718,8485698.219000000506639,"0",577.377014200000190,3.596792488764210,"4","1581","1582",11670.451259560170001,"0",986.137278881333145,"165"
"1581","1582",175458.026899999997113,8486683.769999999552965,"0",528.341003399999977,3.495860247549883,"4","1581","1582",11670.451259560170001,"0",986.137278881333145,"166"
"1581","1582",175458.026899999997113,8486683.769999999552965,"0",528.341003399999977,3.495860247549883,"4","1582","1583",7395.026255930651132,"0",986.134018666865359,"167"
"1582","1583",175424.035100000008242,8487669.317999999970198,"0",486.764007600000014,1.000000000000000,"4","1582","1583",7395.026255930651132,"0",986.134018666865359,"168"
"1582","1583",175424.035100000008242,8487669.317999999970198,"0",486.764007600000014,1.000000000000000,"4","1583","1584",7405.965448792222560,"0",986.130755061245964,"169"
"1583","1584",175390.051000000006752,8488654.862999999895692,"4",493.140991199999974,3.506431557898253,"4","1560","1584",18023.056956348980748,"0",1015.905140162372163,"170"
"1583","1584",175390.051000000006752,8488654.862999999895692,"4",493.140991199999974,3.506431557898253,"4","1583","1584",7405.965448792222560,"0",986.130755061245964,"171"
"1583","1584",175390.051000000006752,8488654.862999999895692,"4",493.140991199999974,3.506431557898253,"4","1584","1585",7409.130591909990471,"0",986.126495553086784,"172"
"1584","1585",175356.074499999987893,8489640.403999999165535,"0",522.814025899999820,1.000000000000000,"4","1584","1585",7409.130591909990471,"0",986.126495553086784,"173"
"1584","1585",175356.074499999987893,8489640.403999999165535,"0",522.814025899999820,1.000000000000000,"4","1585","1586",6333.005732201538194,"0",986.123232065193292,"174"
"1584","1585",175356.074499999987893,8489640.403999999165535,"0",522.814025899999820,1.000000000000000,"4","1585","1609",12564.910514579933078,"0",1015.901177592334761,"175"
"1585","1586",175322.105699999985518,8490625.941999999806285,"2",546.828979499999946,2.852517576158998,"4","1585","1586",6333.005732201538194,"0",986.123232065193292,"176"
"1601","1602",176609.380200000014156,8482775.297000000253320,"4",478.178985599999976,2.928583141893978,"4","1578","1602",12191.960167245517368,"0",1015.870521458428811,"177"
"1601","1602",176609.380200000014156,8482775.297000000253320,"4",478.178985599999976,2.928583141893978,"4","1602","1627",11510.891203132483497,"0",1015.862293311194890,"178"
"1604","1605",176507.350000000005821,8485731.948999999091029,"2",522.958007800000019,7.374618961012827,"4","1580","1605",27554.215393843373022,"0",1414.893699420879784,"179"
"1608","1609",176371.416599999996834,8489674.103000000119209,"6",499.536987300000021,6.419739324582790,"4","1585","1609",12564.910514579933078,"0",1015.901177592334761,"180"
"1608","1609",176371.416599999996834,8489674.103000000119209,"6",499.536987300000021,6.419739324582790,"4","1609","1633",31823.223354838988598,"0",1416.693898292656286,"181"
