X,Y,Population,Elevation,Slope,Land_cover,River_flow,Road_dist,M,PS,Landcover,Riverflow,Cluster,Unnamed_ 0,Weight,clusters,layer,path,id
231087.554399999993620,8494439.326999999582767,"0",1191.319946000000073,1.167715405000000,"1",,1147.628107000000000,"0","0",,,,,,,,,"1"
231053.850999999995111,8495424.457000000402331,"0",1208.760009999999966,8.408210863000001,"1",,1228.100746000000072,"0","0",,,,,,,,,"2"
231020.153900000004796,8496409.583000000566244,"0",1183.050048999999944,23.711378950000000,"1",,1466.452121999999918,"0","0",,,,,,,,,"3"
230986.463099999993574,8497394.706000000238419,"0",1181.959961000000021,15.421666500000001,"1",,1325.164205999999922,"0","0",,,,,,,,,"4"
230952.778599999990547,8498379.825999999418855,"0",1167.270019999999931,32.094133380000002,"1",,1194.603166999999985,"0","0",,,,,,,,,"5"
230919.100399999995716,8499364.942999999970198,"0",1078.250000000000000,16.917213289999999,"1",,664.310661099999948,"0","0",,,,,,,,,"6"
232136.213900000002468,8493487.514000000432134,"0",1094.949951000000056,2.768326976000000,"1",,102.896699900000002,"0","0",,,,,,,,,"7"
232102.508600000001024,8494472.640000000596046,"0",1075.099975999999970,5.084374487000000,"1",,196.916382400000003,"0","1",,,,,,,,,"8"
232068.809500000003027,8495457.763000000268221,"0",1076.319946000000073,4.020613458000000,"1",,341.537693800000000,"0","0",,,,,,,,,"9"
232035.116700000013225,8496442.882999999448657,"20",1061.890014999999948,4.799917697000000,"1",,521.151111000000014,"0","0",,,,,,,,,"10"
232001.430200000002515,8497428.000000000000000,"45",1049.640014999999948,3.775679876000000,"1",,316.874569099999974,"0","0",,,,,,,,,"11"
231967.750000000000000,8498413.112999999895692,"4",1043.140014999999948,3.222094976000000,"1",,546.453123000000005,"0","0",,,,,,,,,"12"
231934.076100000005681,8499398.222999999299645,"0",1081.810058999999910,25.469750460000000,"1",,162.984685799999994,"0","0",,,,,,,,,"13"
231900.408399999985704,8500383.330000000074506,"0",1190.349975999999970,9.482029946000001,"1",,554.807356700000014,"0","0",,,,,,,,,"14"
231866.747100000007777,8501368.433000000193715,"0",1175.569946000000073,12.224960530000001,"1",,752.247425300000032,"0","0",,,,,,,,,"15"
233151.157199999986915,8493520.826999999582767,"0",1049.170043999999962,3.309931758000000,"1",,900.059455299999968,"0","0",,,,,,,,,"16"
233117.456199999985984,8494505.947000000625849,"0",1057.170043999999962,1.364700804000000,"6",,600.585208400000056,"0","0",,,,,,,,,"17"
233083.761499999993248,8495491.063999999314547,"0",1037.189941000000090,1.761374865000000,"1",,372.970173400000022,"0","0",,,,,,,,,"18"
233050.073000000003958,8496476.176999999210238,"56",1023.820007000000032,4.217275185000000,"1",,121.313130400000006,"0","0",,,,,,,,,"19"
233016.390799999993760,8497461.287000000476837,"90",1022.179992999999968,5.310820541000000,"1",,286.681510399999979,"0","0",,,,,,,,,"20"
232982.714899999991758,8498446.393999999389052,"6",1030.189941000000090,6.477552714000000,"1",,29.153573990000002,"0","0",,,,,,,,,"21"
232949.045199999993201,8499431.496999999508262,"0",1188.510009999999966,9.955745154000001,"1",,731.423502399999961,"0","0",,,,,,,,,"22"
232915.381699999998091,8500416.597999999299645,"0",1167.479980000000069,4.663795305000000,"1",,1226.559324999999944,"0","0",,,,,,,,,"23"
232881.724599999986822,8501401.695000000298023,"0",1110.040038999999979,7.522856984000000,"1",,1690.808097000000089,"0","0",,,,,,,,,"24"
232848.073700000008103,8502386.788000000640750,"6",1076.349975999999970,9.746311804999999,"1",,1827.699221999999963,"0","0",,,,,,,,,"25"
232814.429000000003725,8503371.879000000655651,"0",1069.430053999999927,15.537139440000001,"1",,2015.050745000000006,"0","0",,,,,,,,,"26"
234166.093900000007125,8493554.133999999612570,"0",1064.869995000000017,6.646828425000000,"5",,1344.418014000000085,"0","0",,,,,,,,,"27"
234132.397300000011455,8494539.246999999508262,"0",1033.000000000000000,4.121407677000000,"5",,378.747935499999983,"0","0",,,,,,,,,"28"
234098.706899999990128,8495524.357000000774860,"0",1037.839966000000004,2.973515529000000,"5",,296.193682400000000,"0","0",,,,,,,,,"29"
234065.022700000001350,8496509.463999999687076,"0",1017.640014999999948,7.584691523000000,"5",,242.179673199999996,"0","0",,,,,,,,,"30"
234031.344799999991665,8497494.567999999970198,"0",1049.420043999999962,8.938548184000000,"5",,517.883289900000022,"0","0",,,,,,,,,"31"
233997.673100000014529,8498479.667999999597669,"0",1092.420043999999962,11.156915860000000,"5",,388.176637700000015,"0","0",,,,,,,,,"32"
233964.007699999987381,8499464.765000000596046,"0",1054.959961000000021,7.731181604000000,"5",,38.629892060000003,"0","0",,,,,,,,,"33"
233930.348399999988033,8500449.858999999240041,"0",1049.510009999999966,5.834958159000000,"1",,486.657828199999983,"0","0",,,,,,,,,"34"
233896.695500000001630,8501434.948999999091029,"0",1095.479980000000069,8.746759850000000,"1",,1149.954543999999942,"0","0",,,,,,,,,"35"
233863.048700000013923,8502420.037000000476837,"2",985.015014599999972,2.172521398000000,"1",,1743.597070999999914,"0","0",,,,,,,,,"36"
233829.408200000005309,8503405.120999999344349,"0",1070.780029000000013,12.043742000000000,"1",,1932.927208999999948,"0","0",,,,,,,,,"37"
235181.024100000009639,8493587.434000000357628,"0",935.760986300000013,15.326486070000000,"5",,1728.826974000000064,"0","0",,,,,,,,,"38"
235147.331800000014482,8494572.540999999269843,"0",887.153991700000006,7.440505847000000,"5",,992.022715299999959,"0","0",,,,,,,,,"39"
235113.645799999998417,8495557.644999999552965,"0",932.255004900000017,16.115351010000001,"5",,279.674077099999977,"0","0",,,,,,,,,"40"
235079.965900000010151,8496542.744999999180436,"0",818.926025399999958,7.695646606000000,"1",,431.657757000000004,"0","0",,,,,,,,,"41"
235046.292300000000978,8497527.842000000178814,"0",858.400024400000007,19.867837139999999,"1",,893.251406500000030,"0","0",,,,,,,,,"42"
235012.624799999990501,8498512.936000000685453,"0",1009.789978000000019,7.123602458000000,"1",,1195.835847999999942,"0","0",,,,,,,,,"43"
234978.963599999988219,8499498.026000000536442,"0",1011.099975999999970,12.045788580000000,"5",,894.496206000000029,"0","0",,,,,,,,,"44"
234945.308599999989383,8500483.114000000059605,"0",1033.109985000000052,11.842429429999999,"5",,89.506384339999997,"0","0",,,,,,,,,"45"
234911.659799999993993,8501468.198000000789762,"0",1043.280029000000013,6.409294157000000,"1",,442.614387899999997,"0","0",,,,,,,,,"46"
234878.017200000002049,8502453.278999999165535,"0",971.718017600000053,11.080858420000000,"1",,883.307767399999989,"0","0",,,,,,,,,"47"
234844.380899999989197,8503438.356000000610948,"0",1110.689941000000090,14.223938499999999,"5",,968.390272399999958,"0","0",,,,,,,,,"48"
234810.750700000004144,8504423.430999999865890,"0",1048.699951000000056,3.912566321000000,"1",,1602.542009999999891,"0","0",,,,,,,,,"49"
236195.947799999994459,8493620.728000000119209,"0",1043.390014999999948,27.303619470000001,"5",,2373.027265000000170,"0","0",,,,,,,,,"50"
236162.259900000004563,8494605.827999999746680,"0",831.219970699999976,16.267567390000000,"5",,1681.521142999999938,"0","0",,,,,,,,,"51"
236128.578100000013364,8495590.925000000745058,"0",791.166015600000037,22.283456990000001,"5",,1257.570390999999972,"0","0",,,,,,,,,"52"
236094.902600000001257,8496576.018999999389052,"0",766.971008299999994,24.423088730000000,"5",,1359.839261000000079,"0","0",,,,,,,,,"53"
236061.233199999987846,8497561.109999999403954,"0",887.591980000000035,7.034902690000000,"5",,1662.423279999999977,"0","0",,,,,,,,,"54"
236027.570100000011735,8498546.197000000625849,"0",848.887023900000031,10.263078660000000,"5",,2156.642832999999882,"0","0",,,,,,,,,"55"
235993.913100000005215,8499531.280999999493361,"0",956.666992199999981,22.273702589999999,"5",,1504.915117999999893,"0","0",,,,,,,,,"56"
235960.262300000002142,8500516.361999999731779,"0",976.168029799999999,5.698475991000000,"5",,945.500806499999953,"0","0",,,,,,,,,"57"
235926.617700000002515,8501501.439999999478459,"0",985.950988800000005,3.659590182000000,"5",,490.353015400000004,"0","0",,,,,,,,,"58"
235892.979200000001583,8502486.514000000432134,"0",904.846984900000052,14.534670269999999,"5",,81.295096889999996,"0","0",,,,,,,,,"59"
235859.347000000008848,8503471.585999999195337,"0",970.234985400000028,5.358766754000000,"1",,209.987548699999991,"0","0",,,,,,,,,"60"
235825.720999999990454,8504456.653999999165535,"0",955.312011699999971,7.993429191000000,"1",,773.939927300000022,"0","0",,,,,,,,,"61"
235792.101200000004610,8505441.719000000506639,"0",986.689025900000047,13.297085270000000,"1",,626.965664100000026,"0","0",,,,,,,,,"62"
237210.864999999990687,8493654.015000000596046,"0",921.956970200000001,8.311578471000001,"5",,3089.940917999999783,"0","0",,,,,,,,,"63"
237177.181400000001304,8494639.108999999240041,"0",817.286010700000020,16.127327789999999,"5",,2537.291455999999926,"0","0",,,,,,,,,"64"
237143.504099999991013,8495624.199999999254942,"0",695.197997999999984,3.514273087000000,"5",,2254.018057000000226,"0","0",,,,,,,,,"65"
237109.832800000003772,8496609.287000000476837,"0",755.318969700000025,18.155957690000001,"5",,2318.917878000000201,"0","0",,,,,,,,,"66"
237076.167799999995623,8497594.371999999508262,"0",757.539001500000040,8.935675151000000,"5",,2605.744044999999915,"0","0",,,,,,,,,"67"
237042.508800000010524,8498579.452999999746680,"0",728.765014599999972,15.108637010000001,"5",,2920.430134000000180,"0","0",,,,,,,,,"68"
237008.855999999999767,8499564.529999999329448,"0",835.447021500000005,22.438671800000002,"5",,2340.325882000000092,"0","0",,,,,,,,,"69"
236975.209499999997206,8500549.605000000447035,"0",909.335998499999960,9.663370158999999,"5",,1774.523869000000104,"0","0",,,,,,,,,"70"
236941.568999999988591,8501534.676000000908971,"0",824.473999000000049,18.530399450000001,"5",,1290.633632999999918,"0","0",,,,,,,,,"71"
236907.934799999988172,8502519.744000000879169,"0",790.575012199999946,24.358980150000001,"5",,1075.960949999999912,"0","0",,,,,,,,,"72"
236874.306600000010803,8503504.809000000357628,"0",816.099975599999993,27.841845150000001,"5",,420.038098699999978,"0","0",,,,,,,,,"73"
236840.684700000012526,8504489.869999999180436,"0",950.784973100000002,13.226468140000000,"1",,237.770170699999994,"0","0",,,,,,,,,"74"
236807.068999999988591,8505474.928999999538064,"0",866.104980500000011,11.489270690000000,"1",,353.608354000000020,"0","0",,,,,,,,,"75"
236773.459399999992456,8506459.983999999240041,"0",722.807983400000012,19.212419990000001,"1",,578.390324200000009,"0","0",,,,,,,,,"76"
238192.096599999989849,8494672.382999999448657,"0",851.479980500000011,13.850767599999999,"5",,3477.535463000000163,"0","0",,,,,,,,,"77"
238158.423500000004424,8495657.468000000342727,"0",731.552978499999995,3.664305826000000,"5",,3261.930559999999787,"0","0",,,,,,,,,"78"
238124.756599999993341,8496642.549000000581145,"0",695.822997999999984,20.566916939999999,"1",,3306.503991000000042,"0","0",,,,,,,,,"79"
238091.095800000010058,8497627.627000000327826,"0",723.872985800000038,24.192514180000000,"1",,3594.143688999999995,"0","0",,,,,,,,,"80"
238057.441099999996368,8498612.700999999418855,"0",691.075988800000005,30.969678340000002,"5",,3717.874425999999858,"0","0",,,,,,,,,"81"
238023.792599999986123,8499597.773000000044703,"0",740.664001500000040,31.833558740000001,"1",,3151.887709000000086,"0","0",,,,,,,,,"82"
237990.150200000003679,8500582.841000000014901,"0",848.291015600000037,15.881640460000000,"1",,2668.231459000000086,"0","0",,,,,,,,,"83"
237956.513999999995576,8501567.904999999329448,"0",752.833984399999963,25.455536230000000,"1",,2251.318851999999879,"0","0",,,,,,,,,"84"
237922.883800000010524,8502552.967000000178814,"0",643.544982900000036,26.201307480000001,"5",,1832.099052000000029,"0","0",,,,,,,,,"85"
237889.259900000004563,8503538.025000000372529,"0",593.301025399999958,12.659909190000000,"5",,1313.777154000000110,"0","0",,,,,,,,,"86"
237855.641999999992549,8504523.081000000238419,"0",742.096984900000052,21.577345130000001,"5",,1245.753095999999914,"0","0",,,,,,,,,"87"
237822.030399999988731,8505508.132999999448657,"0",752.482971199999952,10.629648350000000,"5",,1339.854102999999895,"0","0",,,,,,,,,"88"
237788.424800000007963,8506493.182000000029802,"0",814.734985400000028,16.994135499999999,"1",,1487.551110999999992,"0","0",,,,,,,,,"89"
239207.005299999989802,8494705.651000000536442,"0",658.591003399999977,33.737462460000003,"5",,3892.519342000000051,"0","0",,,,,,,,,"90"
239173.336600000009639,8495690.729000000283122,"0",752.606018100000028,27.808589520000002,"5",,4273.203067999999803,"0","0",,,,,,,,,"91"
239139.673999999999069,8496675.803999999538064,"0",669.181030299999975,34.677589980000000,"5",,4306.859785999999986,"0","0",,,,,,,,,"92"
239106.017400000011548,8497660.875000000000000,"0",495.420990000000018,6.588610144000000,"5",,4557.033757000000151,"0","0",,,,,,,,,"93"
239072.366999999998370,8498645.944000000134110,"0",511.053985599999976,8.110601577000001,"1",,4551.981754000000365,"0","0",,,,,,,,,"94"
239038.722700000012992,8499631.007999999448657,"0",616.452026400000022,14.374787610000000,"1",,4031.835900000000038,"0","0",,,,,,,,,"95"
239005.084499999997206,8500616.070000000298023,"0",609.572021500000005,8.108777524000001,"1",,3548.292454999999791,"0","0",,,,,,,,,"96"
238971.452400000009220,8501601.128000000491738,"0",678.302002000000016,30.272606119999999,"1",,3247.175888000000214,"0","0",,,,,,,,,"97"
238937.826499999995576,8502586.184000000357628,"0",681.523986799999989,23.351507300000002,"1",,2639.993630999999823,"0","0",,,,,,,,,"98"
238904.206600000004983,8503571.235999999567866,"0",561.526000999999951,33.019746490000003,"1",,2309.693021000000044,"0","0",,,,,,,,,"99"
238870.592800000013085,8504556.285000000149012,"0",680.018005399999993,24.941935470000001,"1",,2256.765514000000167,"0","0",,,,,,,,,"100"
238836.985300000000279,8505541.330000000074506,"0",732.620971700000041,21.813201660000001,"1",,2345.185535000000073,"0","0",,,,,,,,,"101"
238803.383800000010524,8506526.372999999672174,"0",680.994018600000004,19.250700720000001,"1",,2467.077733000000080,"0","0",,,,,,,,,"102"
240188.243199999997159,8495723.983999999240041,"0",564.700012199999946,24.604718779999999,"5",,5044.217278000000078,"0","0",,,,,,,,,"103"
240154.584899999987101,8496709.051999999210238,"0",499.609985400000028,10.924971310000000,"5",,5312.776842000000215,"0","0",,,,,,,,,"104"
240120.932600000000093,8497694.118000000715256,"0",476.549987799999997,1.821566987000000,"5",,5517.276313999999729,"0","0",,,,,,,,,"105"
240087.286499999987427,8498679.178999999538064,"0",493.207000699999980,27.894756699999999,"1",,5396.643326000000343,"0","0",,,,,,,,,"106"
240053.646399999997811,8499664.237999999895692,"0",448.494995099999983,2.640793916000000,"1",,4911.182063000000198,"0","0",,,,,,,,,"107"
240020.012300000002142,8500649.292999999597669,"0",463.946014400000024,25.297237840000001,"1",,4485.199826000000030,"0","0",,,,,,,,,"108"
239986.384499999985565,8501634.345000000670552,"0",437.748992900000019,12.921532579999999,"1",,4027.471177999999782,"0","0",,,,,,,,,"109"
239952.762699999992037,8502619.393999999389052,"0",471.460998500000017,22.057154980000000,"1",,3555.720029000000068,"0","0",,,,,,,,,"110"
239919.146899999992456,8503604.439999999478459,"0",480.016998300000012,31.846452200000002,"1",,3312.765159000000040,"0","0",,,,,,,,,"111"
239885.537299999996321,8504589.482999999076128,"0",513.482971199999952,20.491610919999999,"1",,3270.274095000000216,"0","0",,,,,,,,,"112"
239851.933799999998882,8505574.521999999880791,"0",632.452026400000022,36.775764209999998,"1",,3353.377057000000150,"0","0",,,,,,,,,"113"
239818.336400000000140,8506559.558000000193715,"0",612.283996600000023,22.651168060000000,"1",,3389.839132000000063,"0","0",,,,,,,,,"114"
241203.143500000005588,8495757.232000000774860,"0",735.580017099999964,29.568407929999999,"1",,5402.161614999999983,"0","0",,,,,,,,,"115"
241169.489499999996042,8496742.294999999925494,"0",536.853027300000008,5.162277391000000,"5",,6303.382088999999723,"0","0",,,,,,,,,"116"
241135.841500000009546,8497727.353000000119209,"0",528.857971199999952,6.072594816000000,"5",,6494.197971999999936,"0","0",,,,,,,,,"117"
241102.199499999987893,8498712.408999999985099,"0",482.091003399999977,6.692767361000000,"1",,6297.335576999999830,"0","0",,,,,,,,,"118"
241068.563699999998789,8499697.460999999195337,"0",493.753997799999979,20.757939709999999,"1",,5806.005661999999575,"0","0",,,,,,,,,"119"
241034.933900000003632,8500682.509999999776483,"0",463.158996600000023,11.822608830000000,"1",,5429.446794999999838,"0","0",,,,,,,,,"120"
241001.310100000002421,8501667.555999999865890,"0",477.026001000000008,8.715461727999999,"1",,4894.639199000000190,"0","0",,,,,,,,,"121"
240967.692500000004657,8502652.598999999463558,"0",423.890991199999974,23.190613389999999,"1",,4514.124820000000000,"0","0",,,,,,,,,"122"
240934.080900000000838,8503637.638000000268221,"0",401.252990699999998,2.216614910000000,"1",,4316.570313999999598,"0","0",,,,,,,,,"123"
240900.475399999995716,8504622.674000000581145,"0",428.742004399999985,2.593977370000000,"1",,4284.507741999999780,"0","0",,,,,,,,,"124"
240866.875900000013644,8505607.707000000402331,"0",458.152008099999989,13.454763720000001,"1",,4362.183576000000357,"0","0",,,,,,,,,"125"
240833.282500000001164,8506592.736999999731779,"0",457.751007099999981,11.209306420000001,"1",,4232.705560000000332,"0","0",,,,,,,,,"126"
242184.387699999992037,8496775.529999999329448,"0",865.830017099999964,14.985931700000000,"5",,6747.552740000000085,"0","0",,,,,,,,,"127"
242150.743900000001304,8497760.583000000566244,"0",672.289001500000040,20.647597810000001,"5",,7481.267611000000215,"0","0",,,,,,,,,"128"
242117.106200000009267,8498745.631999999284744,"0",624.036987299999964,29.767605270000001,"5",,7163.084115999999995,"0","0",,,,,,,,,"129"
242083.474599999986822,8499730.677999999374151,"0",783.973999000000049,22.062576790000001,"1",,6735.002819000000272,"0","0",,,,,,,,,"130"
242049.848999999987427,8500715.721000000834465,"0",563.247985800000038,16.661027640000000,"5",,6267.315528000000086,"0","0",,,,,,,,,"131"
242016.229499999986729,8501700.759999999776483,"0",574.086975100000018,22.875442670000002,"1",,5809.910329000000274,"0","0",,,,,,,,,"132"
241982.615900000004331,8502685.797000000253320,"0",412.729003900000009,2.494674557000000,"1",,5492.913660999999593,"0","0",,,,,,,,,"133"
241949.008399999991525,8503670.830000000074506,"9",390.946991000000025,3.353421632000000,"1",,5324.636260999999649,"0","0",,,,,,,,,"134"
241915.407000000006519,8504655.858999999240041,"0",394.802002000000016,4.092187410000000,"1",,5299.050178999999844,"0","0",,,,,,,,,"135"
241881.811599999986356,8505640.885999999940395,"0",425.591003399999977,1.962052978000000,"1",,5334.069838000000345,"0","0",,,,,,,,,"136"
241848.222299999993993,8506625.910000000149012,"0",399.485992399999986,3.319888191000000,"1",,5113.829283000000032,"0","0",,,,,,,,,"137"
243132.006699999998091,8498778.848999999463558,"0",936.931030299999975,7.635250934000000,"1",,7227.945324999999684,"0","0",,,,,,,,,"138"
243098.379300000000512,8499763.889000000432134,"0",876.263000499999976,12.973057389999999,"1",,6876.166777000000366,"0","0",,,,,,,,,"139"
243064.757799999992130,8500748.925000000745058,"0",514.510986300000013,15.413527550000000,"1",,6556.490783000000192,"0","0",,,,,,,,,"140"
243031.142400000011548,8501733.958000000566244,"0",448.954009999999982,5.098727431000000,"1",,6166.479781000000003,"0","0",,,,,,,,,"141"
242997.533100000000559,8502718.987999999895692,"0",409.930999799999995,3.393404332000000,"1",,5609.704206000000340,"0","0",,,,,,,,,"142"
242963.929700000007870,8503704.015000000596046,"8",396.036987300000021,4.021885238000000,"1",,5172.854951999999685,"0","0",,,,,,,,,"143"
242930.332400000013877,8504689.039000000804663,"8",394.679992700000014,6.076354198000000,"1",,4841.969229999999698,"0","0",,,,,,,,,"144"
242896.741000000009080,8505674.059000000357628,"0",427.144989000000010,2.846868839000000,"1",,4381.493725999999697,"0","0",,,,,,,,,"145"
212945.864100000006147,8546807.969000000506639,"0",319.440002400000026,1.685121040000000,,,10736.341879999999946,"1","0","1",,"9",,,,Cavalcante 4000 R,C:/Users/Asus/Desktop/Vinicius/Cavalcante 4000 R.shp|layername=Cavalcante 4000 R,"146"
212182.600799999985611,8543328.525000000372529,"20",332.351013200000011,3.557231883000000,,,7952.451081999999587,"1","0","1",,"9",,,,Cavalcante 4000 R,C:/Users/Asus/Desktop/Vinicius/Cavalcante 4000 R.shp|layername=Cavalcante 4000 R,"147"
212307.576000000000931,8540323.892999999225140,"38",341.868988000000002,6.075942495000000,,,5224.286869999999908,"1","0","1",,"9",,,,Cavalcante 4000 R,C:/Users/Asus/Desktop/Vinicius/Cavalcante 4000 R.shp|layername=Cavalcante 4000 R,"148"
212305.672400000010384,8537076.490000000223517,"27",348.481994600000007,1.593906212000000,,,2151.595745999999963,"1","0","1",,"9",,,,Cavalcante 4000 R,C:/Users/Asus/Desktop/Vinicius/Cavalcante 4000 R.shp|layername=Cavalcante 4000 R,"149"
212657.911099999997532,8530673.869999999180436,"0",380.847991900000011,2.604178138000000,,,587.201365099999975,"1","0","1",,"9",,,,Cavalcante 4000 R,C:/Users/Asus/Desktop/Vinicius/Cavalcante 4000 R.shp|layername=Cavalcante 4000 R,"150"
212566.723499999992782,8528490.628000000491738,"12",406.550994899999978,2.836333956000000,,,110.097130899999996,"1","0","1",,"9",,,,Cavalcante 4000 R,C:/Users/Asus/Desktop/Vinicius/Cavalcante 4000 R.shp|layername=Cavalcante 4000 R,"151"
