Unnamed_ 0,id,X,Y,Population,Elevation,Weight,clusters
"5507","1",835327.201099999947473,8535137.828999999910593,"0",788.601013200000011,6.000000000000000,"9"
"5508","2",835317.260999999823980,8536123.832000000402331,"0",777.781005899999968,6.000000000000000,"9"
"5546","3",836363.166899999952875,8533174.701999999582767,"0",834.044982900000036,6.000000000000000,"9"
"5547","4",836353.245899999979883,8534160.720000000670552,"0",856.181030299999975,6.000000000000000,"9"
"5548","5",836343.316699999966659,8535146.733999999240041,"0",817.385009799999807,6.000000000000000,"9"
"5549","6",836333.379199999966659,8536132.744999999180436,"0",736.060974100000180,6.000000000000000,"9"
"5550","7",836323.433599999989383,8537118.754000000655651,"0",727.684997599999974,6.000000000000000,"9"
"5551","8",836313.479599999962375,8538104.758999999612570,"0",736.146972700000106,6.000000000000000,"9"
"5586","9",837389.195500000030734,8532197.557000000029802,"0",823.463989299999866,6.000000000000000,"9"
"5587","10",837379.285599999944679,8533183.586000001057982,"0",772.583984399999963,6.000000000000000,"9"
"5588","11",837369.367399999988265,8534169.611999999731779,"3",745.031005899999968,6.000000000000000,"9"
"5589","12",837359.440900000045076,8535155.633999999612570,"0",741.778015100000175,6.000000000000000,"9"
"5590","13",837349.506099999998696,8536141.653999999165535,"0",721.512023900000031,6.000000000000000,"9"
"5591","14",837339.563100000028498,8537127.671000000089407,"0",703.992004399999814,6.000000000000000,"9"
"5592","15",837329.611799999955110,8538113.685000000521541,"0",792.059021000000030,6.000000000000000,"9"
"5593","16",837319.652299999957904,8539099.696000000461936,"0",785.638000499999976,6.000000000000000,"9"
"5594","17",837309.684499999973923,8540085.703999999910593,"0",844.513977099999806,6.000000000000000,"9"
"5627","18",838405.320100000011735,8532206.427999999374151,"0",826.232971200000179,6.000000000000000,"9"
"5628","19",838395.412999999942258,8533192.464999999850988,"0",805.989990200000193,6.000000000000000,"9"
"5629","20",838385.497500000055879,8534178.498999999836087,"0",764.674987799999826,6.000000000000000,"9"
"5630","21",838375.573699999949895,8535164.529999999329448,"11",746.494995099999983,6.000000000000000,"9"
"5631","22",838365.641700000036508,8536150.558000000193715,"0",807.523986799999989,6.000000000000000,"9"
"5632","23",838355.701400000019930,8537136.582999998703599,"0",752.440002400000026,6.000000000000000,"9"
"5633","24",838345.752699999953620,8538122.605000000447035,"0",889.877014200000190,6.000000000000000,"9"
"5634","25",838335.795799999963492,8539108.625000000000000,"0",898.047973599999978,6.000000000000000,"9"
"5635","26",838325.830599999986589,8540094.641000000759959,"0",969.361999500000024,6.000000000000000,"9"
"5667","27",839431.349500000011176,8531229.243999999016523,"0",884.625976600000172,6.000000000000000,"9"
"5668","28",839421.453399999998510,8532215.292999999597669,"0",809.237976099999969,6.000000000000000,"9"
"5669","29",839411.549099999945611,8533201.337999999523163,"0",801.661987299999964,5.425899703000000,"9"
"5670","30",839401.636399999959394,8534187.381000000983477,"0",834.726989700000104,5.389697510500000,"9"
"5671","31",839391.715300000039861,8535173.419999999925494,"0",826.935974100000180,4.187462336499999,"9"
"5672","32",839381.785999999963678,8536159.457000000402331,"6",845.388977099999806,6.000000000000000,"9"
"5673","33",839371.848299999954179,8537145.490000000223517,"0",848.570007299999816,6.000000000000000,"9"
"5674","34",839361.902400000020862,8538131.520999999716878,"0",821.338989299999866,6.000000000000000,"9"
"5675","35",839351.948100000037812,8539117.549000000581145,"0",906.463012700000036,6.000000000000000,"9"
"5676","36",839341.985499999951571,8540103.573999999091029,"0",942.846984900000052,6.000000000000000,"9"
"5677","37",839332.014500000048429,8541089.596000000834465,"0",900.731018100000028,6.000000000000000,"9"
"5708","38",840447.488699999987148,8531238.096000000834465,"0",913.310974099999953,2.739575042500000,"9"
"5709","39",840437.595500000054017,8532224.152999999001622,"0",948.296020500000054,1.000000000000000,"9"
"5710","40",840427.693899999954738,8533210.207000000402331,"0",916.619018600000004,1.616204818500000,"9"
"5711","41",840417.783900000038557,8534196.257999999448657,"0",879.392028799999821,1.000000000000000,"9"
"5712","42",840407.865699999965727,8535182.305999999865890,"3",872.882018999999900,3.033157744500000,"9"
"5713","43",840397.939000000013039,8536168.350999999791384,"19",841.231994600000007,1.845827012500000,"9"
"5714","44",840388.004000000189990,8537154.392999999225140,"0",792.174011200000109,4.410223137000000,"9"
"5715","45",840378.060700000030920,8538140.432000000029802,"4",750.588012700000036,6.000000000000000,"9"
"5716","46",840368.109000000054948,8539126.468000000342727,"0",832.244018600000118,6.000000000000000,"9"
"5717","47",840358.149000000208616,8540112.501000000163913,"0",821.947998000000098,6.000000000000000,"9"
"5718","48",840348.180700000026263,8541098.531999999657273,"0",805.705017099999964,6.000000000000000,"9"
