Unnamed_ 0,X,Y,Population,Elevation,Weight,clusters,PS,ID1,ID2,Weight_2,id_2,line_lengt,layer,path,id
"3675",199316.274600000004284,8502271.362999999895692,"0",867.356018100000028,7.306087524584793,"2","0",,,,,,Difference,"MultiPoint?crs=EPSG:32723&field=Unnamed_%200:long(18,0)&field=ID:long(18,0)&field=X:double(23,15)&field=Y:double(23,15)&field=Population:long(18,0)&field=Elevation:double(23,15)&field=Weight:double(23,15)&field=clusters:long(18,0)&uid={53f573e2-fe11-4ab9-8af1-6994164a38a3}","1"
"3725",200601.908200000005309,8494422.230000000447035,"0",949.325012200000288,7.145697412885975,"2","0",,,,,,Difference,"MultiPoint?crs=EPSG:32723&field=Unnamed_%200:long(18,0)&field=ID:long(18,0)&field=X:double(23,15)&field=Y:double(23,15)&field=Population:long(18,0)&field=Elevation:double(23,15)&field=Weight:double(23,15)&field=clusters:long(18,0)&uid={53f573e2-fe11-4ab9-8af1-6994164a38a3}","2"
"3726",200568.080500000010943,8495407.563999999314547,"0",996.322021500000005,7.471487688900927,"2","0",,,,,,Difference,"MultiPoint?crs=EPSG:32723&field=Unnamed_%200:long(18,0)&field=ID:long(18,0)&field=X:double(23,15)&field=Y:double(23,15)&field=Population:long(18,0)&field=Elevation:double(23,15)&field=Weight:double(23,15)&field=clusters:long(18,0)&uid={53f573e2-fe11-4ab9-8af1-6994164a38a3}","3"
"3727",200534.259900000004563,8496392.894999999552965,"0",891.461975100000018,7.264104163880662,"2","0",,,,,,Difference,"MultiPoint?crs=EPSG:32723&field=Unnamed_%200:long(18,0)&field=ID:long(18,0)&field=X:double(23,15)&field=Y:double(23,15)&field=Population:long(18,0)&field=Elevation:double(23,15)&field=Weight:double(23,15)&field=clusters:long(18,0)&uid={53f573e2-fe11-4ab9-8af1-6994164a38a3}","4"
"3728",200500.446300000010524,8497378.222000000998378,"0",847.018981899999972,7.444632504614083,"2","0",,,,,,Difference,"MultiPoint?crs=EPSG:32723&field=Unnamed_%200:long(18,0)&field=ID:long(18,0)&field=X:double(23,15)&field=Y:double(23,15)&field=Population:long(18,0)&field=Elevation:double(23,15)&field=Weight:double(23,15)&field=clusters:long(18,0)&uid={53f573e2-fe11-4ab9-8af1-6994164a38a3}","5"
"3729",200466.639800000004470,8498363.547000000253320,"0",817.533996600000023,7.150422070284168,"2","0",,,,,,Difference,"MultiPoint?crs=EPSG:32723&field=Unnamed_%200:long(18,0)&field=ID:long(18,0)&field=X:double(23,15)&field=Y:double(23,15)&field=Population:long(18,0)&field=Elevation:double(23,15)&field=Weight:double(23,15)&field=clusters:long(18,0)&uid={53f573e2-fe11-4ab9-8af1-6994164a38a3}","6"
"3730",200432.840300000010757,8499348.867999998852611,"0",828.783019999999965,7.287797708007481,"2","0",,,,,,Difference,"MultiPoint?crs=EPSG:32723&field=Unnamed_%200:long(18,0)&field=ID:long(18,0)&field=X:double(23,15)&field=Y:double(23,15)&field=Population:long(18,0)&field=Elevation:double(23,15)&field=Weight:double(23,15)&field=clusters:long(18,0)&uid={53f573e2-fe11-4ab9-8af1-6994164a38a3}","7"
"3731",200399.047900000005029,8500334.186000000685453,"0",817.471008299999994,7.221056625929134,"2","0",,,,,,Difference,"MultiPoint?crs=EPSG:32723&field=Unnamed_%200:long(18,0)&field=ID:long(18,0)&field=X:double(23,15)&field=Y:double(23,15)&field=Population:long(18,0)&field=Elevation:double(23,15)&field=Weight:double(23,15)&field=clusters:long(18,0)&uid={53f573e2-fe11-4ab9-8af1-6994164a38a3}","8"
"3732",200365.262599999987287,8501319.501000000163913,"0",967.643981899999972,7.187491013746222,"2","0",,,,,,Difference,"MultiPoint?crs=EPSG:32723&field=Unnamed_%200:long(18,0)&field=ID:long(18,0)&field=X:double(23,15)&field=Y:double(23,15)&field=Population:long(18,0)&field=Elevation:double(23,15)&field=Weight:double(23,15)&field=clusters:long(18,0)&uid={53f573e2-fe11-4ab9-8af1-6994164a38a3}","9"
"3733",200331.484300000010990,8502304.812999999150634,"0",820.398010299999896,7.183931652288548,"2","0",,,,,,Difference,"MultiPoint?crs=EPSG:32723&field=Unnamed_%200:long(18,0)&field=ID:long(18,0)&field=X:double(23,15)&field=Y:double(23,15)&field=Population:long(18,0)&field=Elevation:double(23,15)&field=Weight:double(23,15)&field=clusters:long(18,0)&uid={53f573e2-fe11-4ab9-8af1-6994164a38a3}","10"
