ID,X,Y,Population,Elevation,Weight,clusters,id_2,Weight_2,ID1,ID2,line_lengt,i
"5589",231094.275599999993574,8524024.982999999076128,"4",490.304992700000014,7.403918073881393,"9","0",19842.474846884575527,"5589","5650",1416.216424172767574,"62"
"5597",230826.373699999996461,8531905.179999999701977,"7",385.010009799999978,7.036007277588840,"9","0",33174.573140997243172,"5597","7011",1416.230040241986899,"63"
"5597",230826.373699999996461,8531905.179999999701977,"7",385.010009799999978,7.036007277588840,"9","0",33276.689849111207877,"5597","5658",1416.221348543989052,"64"
"5649",232176.374099999986356,8522088.031999999657273,"1",458.209014900000000,5.599593566032056,"9","0",10840.282710753586798,"5649","5650",985.602129502840739,"65"
"5649",232176.374099999986356,8522088.031999999657273,"1",458.209014900000000,5.599593566032056,"9","0",29845.322785314740031,"5649","5710",1416.207418919185329,"66"
"5650",232142.855199999990873,8523073.063999999314547,"2",449.626007099999981,1.000000000000000,"9","0",19842.474846884575527,"5589","5650",1416.216424172767574,"67"
"5650",232142.855199999990873,8523073.063999999314547,"2",449.626007099999981,1.000000000000000,"9","0",10840.282710753586798,"5649","5650",985.602129502840739,"68"
"5650",232142.855199999990873,8523073.063999999314547,"2",449.626007099999981,1.000000000000000,"9","0",8978.154011411750616,"5650","5651",985.599916427100538,"69"
"5650",232142.855199999990873,8523073.063999999314547,"2",449.626007099999981,1.000000000000000,"9","0",8974.431724618214503,"5650","5713",1414.225853815374876,"70"
"5651",232109.342600000003586,8524058.094000000506639,"2",461.093994099999975,4.465774100021132,"9","0",8978.154011411750616,"5650","5651",985.599916427100538,"71"
"5658",231874.930900000006659,8530953.229000000283122,"4",372.848999000000049,7.062971385170179,"9","0",33276.689849111207877,"5597","5658",1416.221348543989052,"72"
"5658",231874.930900000006659,8530953.229000000283122,"4",372.848999000000049,7.062971385170179,"9","0",23885.939903246657195,"5658","5720",1015.623185392044888,"73"
"5709",233258.476599999994505,8520151.089999999850988,"5",495.799987800000054,9.050871031866199,"9","0",26443.128138534735626,"5709","5710",985.601432797680559,"74"
"5710",233224.948800000012852,8521136.120999999344349,"3",475.984008800000026,7.045146102507120,"9","0",29845.322785314740031,"5649","5710",1416.207418919185329,"75"
"5710",233224.948800000012852,8521136.120999999344349,"3",475.984008800000026,7.045146102507120,"9","0",26443.128138534735626,"5709","5710",985.601432797680559,"76"
"5713",233124.402899999986403,8524091.198999999091029,"4",446.837005599999998,2.807869208430309,"9","0",8974.431724618214503,"5650","5713",1414.225853815374876,"77"
"5713",233124.402899999986403,8524091.198999999091029,"4",446.837005599999998,2.807869208430309,"9","0",11303.812465168677591,"5713","5775",1015.593304770947725,"78"
"5718",232956.952199999999721,8529016.276000000536442,"8",379.316986100000008,7.087093326864857,"9","0",23294.970571618756367,"5718","5719",985.575526264365635,"79"
"5719",232923.480899999995017,8530001.282999999821186,"6",364.631011999999998,7.094294305919608,"9","0",23294.970571618756367,"5718","5719",985.575526264365635,"80"
"5719",232923.480899999995017,8530001.282999999821186,"6",364.631011999999998,7.094294305919608,"9","0",23229.720268753630080,"5719","5720",985.573313482028539,"81"
"5720",232890.015899999998510,8530986.287999998778105,"3",363.656005900000025,7.048965330097718,"9","0",23885.939903246657195,"5658","5720",1015.623185392044888,"82"
"5720",232890.015899999998510,8530986.287999998778105,"3",363.656005900000025,7.048965330097718,"9","0",23229.720268753630080,"5719","5720",985.573313482028539,"83"
"5720",232890.015899999998510,8530986.287999998778105,"3",363.656005900000025,7.048965330097718,"9","0",23815.992468259366433,"5720","5782",1015.616426148499045,"84"
"5768",234374.125700000004144,8517229.125000000000000,"2",911.297973599999978,9.053736938207130,"9","0",26060.358851142427739,"5768","5830",1015.562226443551936,"85"
"5774",234172.962100000004284,8523139.281999999657273,"4",388.986999500000024,2.984436145408744,"9","0",11244.101032421727723,"5774","5775",985.585679728889318,"86"
"5775",234139.456700000009732,8524124.298000000417233,"2",392.287994400000002,3.861338533198572,"9","0",11303.812465168677591,"5713","5775",1015.593304770947725,"87"
"5775",234139.456700000009732,8524124.298000000417233,"2",392.287994400000002,3.861338533198572,"9","0",11244.101032421727723,"5774","5775",985.585679728889318,"88"
"5775",234139.456700000009732,8524124.298000000417233,"2",392.287994400000002,3.861338533198572,"9","0",19074.592380268033594,"5775","5837",1015.586645281078859,"89"
"5780",233972.023699999990640,8529049.342000000178814,"2",363.532012899999984,7.045449733412815,"9","0",11928.476395255214811,"5780","5842",1015.603193701131431,"90"
"5781",233938.555900000006659,8530034.344000000506639,"9",349.117004399999985,7.013891331143091,"9","0",11873.839590554856841,"5781","5843",1015.606431446014199,"91"
"5782",233905.094299999997020,8531019.342000000178814,"2",344.653015100000005,7.019853637645672,"9","0",23815.992468259366433,"5720","5782",1015.616426148499045,"92"
"5782",233905.094299999997020,8531019.342000000178814,"2",344.653015100000005,7.019853637645672,"9","0",11882.905090975429630,"5782","5844",1015.609766874397678,"93"
"5783",233871.638999999995576,8532004.338999999687076,"0",342.424987799999997,7.025365725547634,"9","0",11517.585865142938928,"7043","5783",983.590770334846184,"94"
"5783",233871.638999999995576,8532004.338999999687076,"0",342.424987799999997,7.025365725547634,"9","0",16582.932850295546814,"5783","5844",1416.197120404437555,"95"
"5830",235389.147100000001956,8517262.264000000432134,"0",869.469970700000204,6.331368755198091,"9","0",26060.358851142427739,"5768","5830",1015.562226443551936,"96"
"5830",235389.147100000001956,8517262.264000000432134,"0",869.469970700000204,6.331368755198091,"9","0",12410.297090749359995,"5830","5892",1015.555534134392929,"97"
"5834",235255.027999999991152,8521202.353000000119209,"5",402.506988499999977,7.273214260271683,"9","0",23470.503763874996366,"5834","5835",985.585978925972768,"98"
"5835",235221.513799999986077,8522187.368999999016523,"10",369.187011700000028,7.008309079030143,"9","0",23470.503763874996366,"5834","5835",985.585978925972768,"99"
"5835",235221.513799999986077,8522187.368999999016523,"10",369.187011700000028,7.008309079030143,"9","0",18873.629566789386445,"5835","5898",1414.192717168207082,"100"
"5837",235154.503999999986263,8524157.392000000923872,"5",384.161987300000021,7.408535585034831,"9","0",19074.592380268033594,"5775","5837",1015.586645281078859,"101"
"5837",235154.503999999986263,8524157.392000000923872,"5",384.161987300000021,7.408535585034831,"9","0",19845.508915945731133,"5837","5898",1416.184199235260394,"102"
"5842",234987.088599999988219,8529082.403999999165535,"0",343.407989499999985,7.058663312030214,"9","0",11928.476395255214811,"5780","5842",1015.603193701131431,"103"
"5843",234953.624299999995856,8530067.398000000044703,"4",362.809997599999974,7.064717711626992,"9","0",11873.839590554856841,"5781","5843",1015.606431446014199,"104"
"5843",234953.624299999995856,8530067.398000000044703,"4",362.809997599999974,7.064717711626992,"9","0",10329.870257620377743,"5843","5905",880.262248537407800,"105"
"5844",234920.166200000006938,8531052.391000000759959,"16",346.227996800000028,7.035172633119628,"9","0",11882.905090975429630,"5782","5844",1015.609766874397678,"106"
"5844",234920.166200000006938,8531052.391000000759959,"16",346.227996800000028,7.035172633119628,"9","0",16582.932850295546814,"5783","5844",1416.197120404437555,"107"
"5844",234920.166200000006938,8531052.391000000759959,"16",346.227996800000028,7.035172633119628,"9","0",12174.413386783739043,"5844","5906",804.062734163168102,"108"
"5844",234920.166200000006938,8531052.391000000759959,"16",346.227996800000028,7.035172633119628,"9","0",14062.268877326341681,"5844","5907",1200.072978760854539,"109"
"5892",236404.162000000011176,8517295.396999999880791,"0",849.010009799999807,1.000000000000000,"9","0",12410.297090749359995,"5830","5892",1015.555534134392929,"110"
"5892",236404.162000000011176,8517295.396999999880791,"0",849.010009799999807,1.000000000000000,"9","0",14589.043944811184701,"5892","5955",1416.172201969799971,"111"
"5898",236203.042799999995623,8523205.475999999791384,"6",371.700988800000005,1.000000000000000,"9","0",18873.629566789386445,"5835","5898",1414.192717168207082,"112"
"5898",236203.042799999995623,8523205.475999999791384,"6",371.700988800000005,1.000000000000000,"9","0",19845.508915945731133,"5837","5898",1416.184199235260394,"113"
"5898",236203.042799999995623,8523205.475999999791384,"6",371.700988800000005,1.000000000000000,"9","0",6874.993259331449735,"5898","5962",1015.569791229207226,"114"
"5901",236102.567000000010012,8526160.479000000283122,"2",389.532989499999985,7.144628510394955,"9","0",23408.674781517889642,"5901","5902",985.564814525594670,"115"
"5902",236069.087399999989429,8527145.474999999627471,"4",373.308013899999992,7.105785332993047,"9","0",23408.674781517889642,"5901","5902",985.564814525594670,"116"
"5902",236069.087399999989429,8527145.474999999627471,"4",373.308013899999992,7.105785332993047,"9","0",11675.646821550435561,"5902","5903",985.562601690334418,"117"
"5903",236035.614100000006147,8528130.469000000506639,"0",350.308990499999993,7.053575171119830,"9","0",11675.646821550435561,"5902","5903",985.562601690334418,"118"
"5905",235833.124500000005355,8530030.777999999001622,"8",333.809997600000088,7.036880978388518,"9","0",10329.870257620377743,"5843","5905",880.262248537407800,"119"
"5906",235719.443700000003446,8531139.982999999076128,"4",348.906005900000025,9.084532435515225,"9","0",12174.413386783739043,"5844","5906",804.062734163168102,"120"
"5907",235704.073299999989104,8531961.052000001072884,"6",336.727996800000028,7.030189697992004,"9","0",14062.268877326341681,"5844","5907",1200.072978760854539,"121"
"5955",237452.708199999993667,8516343.507000001147389,"4",693.632995600000186,5.144791001577948,"9","0",14589.043944811184701,"5892","5955",1416.172201969799971,"122"
"5955",237452.708199999993667,8516343.507000001147389,"4",693.632995600000186,5.144791001577948,"9","0",23317.615792981476261,"5955","6019",1416.162917917227333,"123"
"5962",237218.073399999993853,8523238.564999999478459,"17",358.311004599999990,3.061808460482342,"9","0",6874.993259331449735,"5898","5962",1015.569791229207226,"124"
"5962",237218.073399999993853,8523238.564999999478459,"17",358.311004599999990,3.061808460482342,"9","0",9572.633197533725252,"5962","6028",1414.171085734049029,"125"
"5963",237184.578899999993155,8524223.562000000849366,"11",351.529998799999987,6.777115582841223,"9","0",13163.451766624921220,"5963","6028",1015.566369341622135,"126"
"5967",237050.662500000005821,8528163.525000000372529,"0",339.252014200000019,7.038796077444491,"9","0",11038.927045365502636,"5967","5968",942.276595273873227,"127"
"5968",237030.090399999986403,8529105.576999999582767,"3",336.445007300000100,7.028771588305116,"9","0",11038.927045365502636,"5967","5968",942.276595273873227,"128"
"6017",238568.345100000005914,8513421.587000001221895,"9",534.864990199999966,5.398564134240906,"9","0",13977.211135158813704,"6017","6018",985.590276892765132,"129"
"6018",238534.792699999990873,8514406.606000000610948,"0",520.267028799999821,3.110291694517099,"9","0",13977.211135158813704,"6017","6018",985.590276892765132,"130"
"6018",238534.792699999990873,8514406.606000000610948,"0",520.267028799999821,3.110291694517099,"9","0",12793.227659717858842,"6018","6019",985.587070989258791,"131"
"6019",238501.246400000003632,8515391.622000001370907,"4",539.267028799999821,4.677227462025666,"9","0",23317.615792981476261,"5955","6019",1416.162917917227333,"132"
"6019",238501.246400000003632,8515391.622000001370907,"4",539.267028799999821,4.677227462025666,"9","0",12793.227659717858842,"6018","6019",985.587070989258791,"133"
"6019",238501.246400000003632,8515391.622000001370907,"4",539.267028799999821,4.677227462025666,"9","0",13643.198327109575985,"6019","6086",1015.528385388775860,"134"
"6028",238199.606499999994412,8524256.638000000268221,"16",364.894989000000010,1.000000000000000,"9","0",9572.633197533725252,"5962","6028",1414.171085734049029,"135"
"6028",238199.606499999994412,8524256.638000000268221,"16",364.894989000000010,1.000000000000000,"9","0",13163.451766624921220,"5963","6028",1015.566369341622135,"136"
"6028",238199.606499999994412,8524256.638000000268221,"16",364.894989000000010,1.000000000000000,"9","0",1694.133873642645995,"6028","6095",1015.559809903081373,"137"
"6029",238166.121799999993527,8525241.627000000327826,"20",349.997009300000059,7.008791085231410,"9","0",11863.692148116762837,"6029","6096",1015.563080121595817,"138"
"6031",238099.170600000012200,8527211.595000000670552,"15",341.871002200000021,7.052743733829376,"9","0",11585.196535476143254,"6031","6032",985.549371464577803,"139"
"6032",238065.704300000012154,8528196.575999999418855,"10",341.536987300000021,7.056706513774596,"9","0",11585.196535476143254,"6031","6032",985.549371464577803,"140"
"6032",238065.704300000012154,8528196.575999999418855,"10",341.536987300000021,7.056706513774596,"9","0",11536.600806026866849,"6032","6033",985.546162681508576,"141"
