13,0
14,0
15,0
16,0
27,0
28,0
29,0
30,0
31,0
32,0
43,0
44,0
45,0
46,0
47,0
48,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
83,0
84,0
85,0
86,0
87,0
88,0.1
89,0
90,0
96,0
97,0
98,0
99,0
100,0
101,0
102,0
103,0
110,0
111,0
112,0
113,0
114,0
115,0
116,0
121,0
122,0
123,0
124,0
125,0
126,0
127,0
132,0
133,0
134,0
135,0
136,0
137,0
143,0
144,0
145,0
146,0
153,0
154,0
258,0
259,0
260,0
261,0
262,0
263,0
264,0
277,0
278,0
279,0
280,0
281,0
282,0.1
283,0
284,0
285,0
286,0
304,0
305,0
306,0
307,0
308,0
309,0
310,0
311,0
312,0
313,0
314,0
337,0
338,0
339,0
340,0
341,0
342,0
343,0
344,0
345,0
346,0
347,0
348,0
374,0
375,0
376,0
377,0
378,0
379,0
380,0
381,0
382,0
383,0
384,0
385,0
412,0
413,0
414,0
415,0
416,0
417,0
418,0
419,0
420,0
434,0
435,0
436,0
437,0
438,0
439,0
454,0
455,0
456,0
457,0
474,0
475,0
476,0
494,0
495,0
496,0
497,0
514,0
515,0
516,0
517,0
533,0
534,0
535,0
536,0
537,0
552,0
553,0
554,0
555,0
571,0
572,0
573,0
574,0
590,0
591,0
592,0
593,0
609,0
610,0
611,0
628,0
629,0
630,0
647,0
1730,0
