id,X,Y,PS,Unnamed_ 0,Population,Elevation,Weight,clusters,layer,path
"141",854917.8927,8506706.011,"0","1916","0",943.856018100000028,6.000000000000000,"3",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"142",854908.2565,8507692.272,"0","1917","0",981.580017099999964,6.000000000000000,"3",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"143",854898.6115,8508678.53,"0","1918","7",847.651000999999951,6.000000000000000,"3",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"144",854888.9579,8509664.783,"0","1919","0",833.197998000000098,5.563082516000001,"3",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"145",854879.2954,8510651.033,"0","1920","0",1020.969970999999987,3.245425863500000,"3",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"146",854869.6243,8511637.28,"0","1921","0",1076.689941000000090,1.000000000000000,"3",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"147",854859.9443,8512623.523,"0","1922","0",1044.260009999999966,6.000000000000000,"3",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"148",855914.814,8508687.105,"0","1970","0",1005.739990000000034,6.000000000000000,"3",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"149",855905.1636,8509673.367,"0","1971","0",903.393981899999972,6.000000000000000,"3",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"150",855895.5045,8510659.626,"0","1972","0",946.908996600000023,5.023939376500000,"3",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
