X,Y,Population,Elevation,Weight,clusters,PS,line_lengt,id
223720.520099999994272,8531673.615000000223517,"0",387.795013400000016,7.030032183763153,"9","0",,"164"
225238.635199999989709,8516930.607999999076128,"0",925.125000000000000,9.648311343139216,"9","0",,"165"
225205.058300000004238,8517915.699999999254942,"0",575.603027299999894,7.265933464041120,"9","0",,"166"
225171.487900000007357,8518900.789999999105930,"0",546.369995099999983,9.088410798423840,"9","0",,"167"
225137.923999999999069,8519885.877000000327826,"0",501.605011000000104,9.415187532277010,"9","0",,"168"
225104.366600000008475,8520870.961000001057982,"4",471.739990200000022,9.027410551694610,"9","0",,"169"
225070.815600000001723,8521856.042000001296401,"7",461.437988299999972,7.022015992664640,"9","0",,"170"
225037.271100000012666,8522841.120999999344349,"5",442.529998799999987,7.042198413636268,"9","0",,"171"
225003.733100000012200,8523826.197000000625849,"4",420.057006800000011,7.020274958450142,"9","0",,"172"
224970.201600000000326,8524811.269999999552965,"0",405.166992199999981,6.704803939734155,"9","0",,"173"
224936.676500000001397,8525796.341000000014901,"0",395.299987799999997,4.888818581566563,"9","0",,"174"
224903.157999999995809,8526781.408999999985099,"2",393.671997100000056,2.869832479405032,"9","0",,"175"
224869.645900000003166,8527766.474999999627471,"0",381.489013699999987,4.897218506006785,"9","0",,"176"
224836.140199999994365,8528751.537999998778105,"0",375.420990000000018,6.648144908718598,"9","0",,"177"
224802.641100000008009,8529736.598999999463558,"0",374.964996299999996,7.044962516794118,"9","0",,"178"
224769.148500000010245,8530721.656999999657273,"0",382.654998799999987,7.055559802498393,"9","0",,"179"
224735.662400000001071,8531706.712999999523163,"0",380.937011700000028,7.038977849730816,"9","0",,"180"
226253.716400000004796,8516963.800000000745058,"0",922.172973599999978,9.292786573087332,"9","0",,"181"
226220.143400000000838,8517948.885999999940395,"0",593.333007800000019,9.312746444906226,"9","0",,"182"
226186.576800000009825,8518933.969000000506639,"0",483.157012899999984,7.039654641037768,"9","0",,"183"
226153.016600000002654,8519919.049000000581145,"0",484.048004199999866,9.190873090354087,"9","0",,"184"
226119.462900000013178,8520904.126000000163913,"0",453.055999799999995,9.037625327261699,"9","0",,"185"
226085.915600000007544,8521889.200999999418855,"2",443.376007099999981,7.051295831162803,"9","0",,"186"
226052.374699999985751,8522874.273000000044703,"0",432.388000499999976,6.890568780126118,"9","0",,"187"
226018.840399999986403,8523859.342000000178814,"0",420.822997999999984,3.314030108400267,"9","0",,"188"
225985.312500000000000,8524844.408999999985099,"3",412.799987799999997,1.000000000000000,"9","0",,"189"
225951.791000000026543,8525829.472999999299645,"0",388.023010300000010,5.760139384830637,"9","0",,"190"
225918.276000000012573,8526814.535000000149012,"0",384.803985599999976,7.989830646886102,"9","0",,"191"
225884.767400000011548,8527799.594000000506639,"0",390.662994400000002,9.101748483344506,"9","0",,"192"
225851.265299999999115,8528784.650000000372529,"0",380.958007800000019,9.048414915807683,"9","0",,"193"
225817.769700000004377,8529769.703999999910593,"0",369.169006299999978,7.038013277631824,"9","0",,"194"
227235.221699999994598,8517982.065999999642372,"0",708.380981399999882,9.431232997484074,"9","0",,"195"
227201.658800000004703,8518967.142000000923872,"0",555.296020500000054,9.231130974365188,"9","0",,"196"
227168.102400000003399,8519952.214999999850988,"0",472.355987500000026,7.248505354993237,"9","0",,"197"
227134.552399999985937,8520937.286000000312924,"0",443.934997599999974,7.013578023885070,"9","0",,"198"
227101.008800000010524,8521922.354000000283122,"0",430.420990000000018,7.046889006386722,"9","0",,"199"
227067.471599999989849,8522907.418999999761581,"0",427.054992700000014,3.844658617991629,"9","0",,"200"
227033.940899999986868,8523892.482000000774860,"0",408.667999300000020,4.105503403357233,"9","0",,"201"
227000.416499999992084,8524877.542000001296401,"0",395.878997799999979,8.978491583692019,"9","0",,"202"
226966.898699999990640,8525862.598999999463558,"0",453.121002200000021,9.240375924134877,"9","0",,"203"
226933.387199999997392,8526847.653999999165535,"0",411.074005100000022,9.224625785102175,"9","0",,"204"
226899.882199999992736,8527832.707000000402331,"0",446.765014600000143,9.223376022924095,"9","0",,"205"
226866.383600000001024,8528817.756000000983477,"0",514.711975100000018,9.917792899742359,"9","0",,"206"
226832.891499999997905,8529802.803999999538064,"0",382.316009500000007,7.075547848614919,"9","0",,"207"
228250.293299999990268,8518015.239000000059605,"0",1058.520019999999931,9.193819417609358,"9","0",,"208"
228216.734200000006240,8519000.309000000357628,"0",683.169982900000036,9.404347726445190,"9","0",,"209"
228183.181500000006054,8519985.376000000163913,"0",508.915008499999999,7.099872237710008,"9","0",,"210"
228149.635199999989709,8520970.439999999478459,"0",450.226989699999990,7.027736160889301,"9","0",,"211"
228116.095200000010664,8521955.501000000163913,"0",441.760986300000013,6.619439033535532,"9","0",,"212"
228082.561699999991106,8522940.560000000521541,"0",427.955993700000022,1.000000000000000,"9","0",,"213"
228049.034600000013597,8523925.616000000387430,"0",404.526001000000008,5.606003236432231,"9","0",,"214"
228015.513899999990826,8524910.668999999761581,"0",539.815002400000026,9.472509343721297,"9","0",,"215"
227981.999600000010105,8525895.720000000670552,"0",705.234985399999800,9.424760640720656,"9","0",,"216"
227948.491700000013225,8526880.767999999225140,"0",611.607971200000179,9.388579962337566,"9","0",,"217"
227914.990200000000186,8527865.813999999314547,"0",676.018981899999972,9.118429650759424,"9","0",,"218"
227881.495100000000093,8528850.857000000774860,"0",460.507995600000015,9.163469350844816,"9","0",,"219"
210626.008600000001024,8542706.291000001132488,"0",323.289001500000097,7.081936091188756,"9","0",,"220"
211495.616399999998976,8537380.088999999687076,"0",351.671997100000056,7.040185850775321,"9","0",,"221"
211405.408100000000559,8538069.328999999910593,"0",343.618988000000002,7.054056956095152,"9","0",,"222"
211507.592899999988731,8539125.982000000774860,"5",339.139007600000014,7.082829674165633,"9","0",,"223"
211488.174599999998463,8539810.313999999314547,"6",339.446014400000024,7.020030043721754,"9","0",,"224"
211237.650699999998324,8542423.104000000283122,"0",325.928985600000090,7.094196570834268,"9","0",,"225"
211253.585400000010850,8542953.622999999672174,"8",334.628997800000093,7.036999358090008,"9","0",,"226"
211594.655900000012480,8543638.426000000908971,"0",322.304992700000014,7.037781011881259,"9","0",,"227"
212922.014100000000326,8534736.100999999791384,"0",357.307006800000011,3.909547267151768,"9","0",,"228"
212581.511700000002747,8535391.513000000268221,"15",358.966003399999977,5.661229840420384,"9","0",,"229"
212589.577199999999721,8536258.083999998867512,"6",361.760986300000013,7.036113091765833,"9","0",,"230"
212403.935300000011921,8537272.968000000342727,"6",357.680999799999995,7.029358322814101,"9","0",,"231"
212318.994700000010198,8538205.075999999418855,"0",359.015991199999974,7.012095376221550,"9","0",,"232"
212285.521399999997811,8539190.195000000298023,"3",351.093994100000089,7.018252951455596,"9","0",,"233"
212324.669200000003912,8540134.667999999597669,"10",347.608001699999988,7.032716978843599,"9","0",,"234"
212377.895799999998417,8541135.542000001296401,"13",338.191986100000008,7.019095213620937,"9","0",,"235"
212208.296200000011595,8542182.232999999076128,"1",339.540985100000000,7.038770244617835,"9","0",,"236"
212151.696499999990920,8543130.651000000536442,"0",340.382995600000015,7.045962033376036,"9","0",,"237"
212356.128300000011222,8544018.300000000745058,"3",324.854003900000009,9.068095593347410,"9","0",,"238"
212543.249000000010710,8544657.816999999806285,"9",325.765991199999974,9.024862406162050,"9","0",,"239"
213872.879699999990407,8532317.338999999687076,"4",367.726989699999990,2.700299718979266,"9","0",,"240"
213652.594799999991665,8533385.883999999612570,"2",374.040008499999999,2.614861650149572,"9","0",,"241"
