id,Population,Elevation,Slope,Landcover,Riverflow,NAME,Road_dist,Cluster,Weight,X,Y,PS,Unnamed_ 0,clusters,layer,path
"117","2",887.612976099999969,,,,,,,6.000000000000000,856039.470399999991059,8495865.357000000774860,"0","1957","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"118","10",916.015991200000030,,,,,,,3.028734760000000,856029.934099999954924,8496851.667999999597669,"0","1958","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"119","0",901.997985800000038,,,,,,,4.421550638000001,856020.389000000199303,8497837.974999999627471,"0","1959","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"120","0",917.148986799999989,,,,,,,6.000000000000000,856010.835199999972247,8498824.277999999001622,"0","1960","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"121","0",876.651977500000044,,,,,,,6.000000000000000,856001.272499999962747,8499810.577999999746680,"0","1961","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"122","0",749.840026899999884,,,,,,,6.000000000000000,857206.958699999959208,8480092.145999999716878,"0","1993","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"123","0",866.820983899999987,,,,,,,6.000000000000000,857197.567200000048615,8481078.530999999493361,"0","1994","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"124","18",620.796997099999999,,,,,,,6.000000000000000,857188.166899999952875,8482064.912000000476837,"0","1995","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"125","6",716.922973600000205,,,,,,,6.000000000000000,857178.757800000021234,8483051.288999998942018,"0","1996","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"126","14",634.877990700000055,,,,,,,6.000000000000000,857169.339900000020862,8484037.662000000476837,"0","1997","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"127","8",719.111999500000024,,,,,,,6.000000000000000,857159.913100000005215,8485024.029999999329448,"0","1998","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"128","0",796.768005399999993,,,,,,,6.000000000000000,857150.477500000037253,8486010.393999999389052,"0","1999","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"129","0",748.609985399999800,,,,,,,6.000000000000000,857141.032999999821186,8486996.754000000655651,"0","2000","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"130","0",885.648010300000010,,,,,,,6.000000000000000,857131.579799999948591,8487983.109999999403954,"0","2001","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"131","0",922.379028299999959,,,,,,,4.683723796499999,857122.117699999944307,8488969.462000001221895,"0","2002","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"132","0",971.677002000000016,,,,,,,3.179211454500000,857112.646700000041164,8489955.809000000357628,"0","2003","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"133","2",1007.190002000000050,,,,,,,1.000000000000000,857103.167000000015832,8490942.152999999001622,"0","2004","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"134","0",1031.349975999999970,,,,,,,2.743629867000000,857093.678500000038184,8491928.492999998852611,"0","2005","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"135","0",1035.219970999999987,,,,,,,4.669518213500000,857084.181100000045262,8492914.827999999746680,"0","2006","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"136","0",1017.789978000000019,,,,,,,5.360012168500000,857074.674899999983609,8493901.160000000149012,"0","2007","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"137","19",916.202026400000022,,,,,,,6.000000000000000,857065.159899999969639,8494887.487999999895692,"0","2008","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"138","0",1001.520020000000045,,,,,,,4.121532049500000,857055.636100000003353,8495873.812000000849366,"0","2009","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"139","0",952.862976099999969,,,,,,,1.648754682000000,857046.103499999968335,8496860.131000000983477,"0","2010","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"140","0",1044.550048999999944,,,,,,,3.375556762500000,857036.562000000034459,8497846.447000000625849,"0","2011","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"141","0",900.288024899999982,,,,,,,6.000000000000000,857027.011799999978393,8498832.759999999776483,"0","2012","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"142","0",949.010009800000034,,,,,,,6.000000000000000,857017.452799999970011,8499819.067999999970198,"0","2013","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"143","4",624.869995099999983,,,,,,,6.000000000000000,858223.071299999952316,8480100.452999999746680,"0","2045","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"144","15",621.812011700000198,,,,,,,6.000000000000000,858213.684000000008382,8481086.847000000998378,"0","2046","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"145","9",711.005004900000017,,,,,,,6.000000000000000,858204.287699999986216,8482073.236999999731779,"0","2047","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"146","5",695.028015100000175,,,,,,,6.000000000000000,858194.882600000011735,8483059.622999999672174,"0","2048","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"147","0",770.560974100000180,,,,,,,6.000000000000000,858185.468699999968521,8484046.004000000655651,"0","2049","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"148","0",796.484985399999800,,,,,,,6.000000000000000,858176.045900000026450,8485032.381000000983477,"0","2050","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"149","9",784.624023400000056,,,,,,,6.000000000000000,858166.614199999952689,8486018.754000000655651,"0","2051","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"150","0",869.132995600000186,,,,,,,6.000000000000000,858157.173700000043027,8487005.122999999672174,"0","2052","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"151","0",942.676025399999958,,,,,,,6.000000000000000,858147.724300000001676,8487991.487999999895692,"0","2053","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"152","3",885.809997599999974,,,,,,,6.000000000000000,858138.266100000008009,8488977.848999999463558,"0","2054","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"153","0",956.619995099999983,,,,,,,4.559534655500000,858128.799099999945611,8489964.205000000074506,"0","2055","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"154","0",961.257995599999958,,,,,,,1.679144054000000,858119.323100000037812,8490950.558000000193715,"0","2056","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"155","0",1046.890014999999948,,,,,,,3.585365012500001,858109.838400000007823,8491936.905999999493361,"0","2057","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"156","12",968.783996600000023,,,,,,,2.395610553000000,858100.344799999962561,8492923.251000000163913,"0","2058","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"157","16",934.742004400000042,,,,,,,1.000000000000000,858090.842300000018440,8493909.591000000014901,"0","2059","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"158","5",942.718994100000032,,,,,,,5.496922842500000,858081.331099999952130,8494895.927999999374151,"0","2060","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"159","0",960.549987799999712,,,,,,,1.588489130500000,858071.810999999986961,8495882.259999999776483,"0","2061","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"160","0",940.320007300000043,,,,,,,2.587731178500000,858062.282000000006519,8496868.588999999687076,"0","2062","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"161","0",1027.209961000000021,,,,,,,6.000000000000000,858052.744199999957345,8497854.913999998942018,"0","2063","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"162","0",926.232971199999952,,,,,,,6.000000000000000,858043.197700000018813,8498841.234999999403954,"0","2064","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"163","0",929.547973599999978,,,,,,,6.000000000000000,858033.642200000002049,8499827.552000001072884,"0","2065","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"164","1",594.664001499999813,,,,,,,6.000000000000000,859239.193199999979697,8480108.754000000655651,"0","2097","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"165","3",627.487976099999969,,,,,,,6.000000000000000,859229.809899999992922,8481095.156999999657273,"0","2098","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"166","6",616.963989299999866,,,,,,,6.000000000000000,859220.417699999990873,8482081.555999999865890,"0","2099","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"167","0",752.245971700000041,,,,,,,6.000000000000000,859211.016700000036508,8483067.949999999254942,"0","2100","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"168","0",944.148986799999989,,,,,,,6.000000000000000,859201.606700000003912,8484054.341000000014901,"0","2101","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"169","0",1001.460021999999981,,,,,,,6.000000000000000,859192.187900000018999,8485040.726999999955297,"0","2102","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"170","0",896.026977500000044,,,,,,,6.000000000000000,859182.760200000018813,8486027.107999999076128,"0","2103","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"171","0",908.572997999999984,,,,,,,6.000000000000000,859173.323600000003353,8487013.485999999567866,"0","2104","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"172","0",916.060974099999953,,,,,,,6.000000000000000,859163.878099999972619,8487999.859999999403954,"0","2105","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"173","0",1021.539978000000019,,,,,,,6.000000000000000,859154.423799999989569,8488986.229000000283122,"0","2106","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"174","0",965.880981399999996,,,,,,,2.156204056000000,859144.960599999991246,8489972.595000000670552,"0","2107","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"175","26",991.150024400000007,,,,,,,4.306583991000000,859135.488499999977648,8490958.956000000238419,"0","2108","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"176","0",974.609985400000028,,,,,,,6.000000000000000,859126.007499999948777,8491945.313999999314547,"0","2109","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"177","0",1078.319946000000073,,,,,,,4.583039662000000,859116.517699999967590,8492931.667000001296401,"0","2110","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"178","0",989.065002400000026,,,,,,,1.654324563000000,859107.019100000034086,8493918.016000000759959,"0","2111","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"179","0",943.890014599999972,,,,,,,1.787375640500000,859097.511500000022352,8494904.361999999731779,"0","2112","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"180","0",997.797973599999978,,,,,,,1.983747238500000,859087.995099999941885,8495890.702999999746680,"0","2113","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"181","0",1000.700012000000015,,,,,,,6.000000000000000,859078.469799999962561,8496877.041000001132488,"0","2114","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"182","0",1059.359985000000052,,,,,,,6.000000000000000,859068.935700000030920,8497863.375000000000000,"0","2115","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"183","0",921.940002400000026,,,,,,,6.000000000000000,859059.392699999967590,8498849.705000000074506,"0","2116","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"184","0",612.950988799999891,,,,,,,6.000000000000000,860255.324400000041351,8480117.049000000581145,"0","2149","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"185","1",685.260986300000013,,,,,,,6.000000000000000,860245.945199999958277,8481103.461000001057982,"0","2150","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"186","0",718.783996600000023,,,,,,,6.000000000000000,860236.557000000029802,8482089.867999998852611,"0","2151","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"187","0",747.687011700000198,,,,,,,6.000000000000000,860227.160000000032596,8483076.271999999880791,"0","2152","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"188","0",808.328979499999946,,,,,,,6.000000000000000,860217.754100000020117,8484062.671000000089407,"0","2153","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"189","3",943.385986300000013,,,,,,,6.000000000000000,860208.339200000045821,8485049.065999999642372,"0","2154","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"190","0",859.853027300000008,,,,,,,6.000000000000000,860198.915400000056252,8486035.456000000238419,"0","2155","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"191","0",1041.420043999999962,,,,,,,6.000000000000000,860189.482799999997951,8487021.843000000342727,"0","2156","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"192","0",954.307006799999954,,,,,,,6.000000000000000,860180.041199999977835,8488008.225999999791384,"0","2157","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"193","0",869.435974100000180,,,,,,,6.000000000000000,860170.590699999942444,8488994.604000000283122,"0","2158","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"194","0",1000.869995000000017,,,,,,,2.667388952500000,860161.131399999954738,8489980.978000000119209,"0","2159","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"195","8",1046.920043999999962,,,,,,,4.042780143500000,860151.663100000005215,8490967.348999999463558,"0","2160","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"196","0",986.588012700000036,,,,,,,6.000000000000000,860142.185999999986961,8491953.714999999850988,"0","2161","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"197","0",1057.060058999999910,,,,,,,6.000000000000000,860132.699999999953434,8492940.076999999582767,"0","2162","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"198","0",971.815978999999970,,,,,,,4.988009643000000,860123.205100000021048,8493926.436000000685453,"0","2163","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"199","0",1060.790038999999979,,,,,,,2.274715067000000,860113.701200000010431,8494912.789999999105930,"0","2164","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"200","0",1005.789978000000019,,,,,,,4.049791784500000,860104.188500000047497,8495899.140000000596046,"0","2165","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"201","0",1033.619995000000017,,,,,,,6.000000000000000,860094.666899999952875,8496885.486999999731779,"0","2166","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"202","0",1012.229979999999955,,,,,,,6.000000000000000,860085.136399999959394,8497871.830000000074506,"0","2167","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"203","0",934.202026400000022,,,,,,,6.000000000000000,860075.597100000013597,8498858.167999999597669,"0","2168","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"204","0",577.072998000000098,,,,,,,4.866477281500000,861271.464900000020862,8480125.337000001221895,"0","2201","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"205","0",580.192016599999988,,,,,,,6.000000000000000,861262.089700000011362,8481111.757999999448657,"0","2202","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"206","0",597.757019000000014,,,,,,,6.000000000000000,861252.705599999986589,8482098.174000000581145,"0","2203","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"207","0",653.427978499999995,,,,,,,6.000000000000000,861243.312599999946542,8483084.587000001221895,"0","2204","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"208","8",831.026000999999951,,,,,,,6.000000000000000,861233.910700000007637,8484070.994999999180436,"0","2205","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"209","0",779.567993200000046,,,,,,,6.000000000000000,861224.499799999990501,8485057.399000000208616,"0","2206","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"210","3",775.411010700000134,,,,,,,6.000000000000000,861215.079999999958090,8486043.798000000417233,"0","2207","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"211","0",870.564025899999820,,,,,,,6.000000000000000,861205.651199999963865,8487030.194000000134110,"0","2208","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"212","5",897.044006299999864,,,,,,,6.000000000000000,861196.213600000017323,8488016.585000000894070,"0","2209","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"213","0",812.862976099999969,,,,,,,6.000000000000000,861186.766999999992549,8489002.972999999299645,"0","2210","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"214","0",964.156005899999968,,,,,,,4.393480674999998,861177.311499999952503,8489989.356000000610948,"0","2211","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"215","0",1068.569946000000073,,,,,,,1.000000000000000,861167.847000000183471,8490975.734999999403954,"0","2212","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"216","0",1052.180053999999927,,,,,,,4.156423982500000,861158.373699999996461,8491962.110999999567866,"0","2213","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"217","0",1010.520020000000045,,,,,,,6.000000000000000,861148.891399999964051,8492948.482000000774860,"0","2214","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"218","0",1039.800048999999944,,,,,,,6.000000000000000,861139.400299999979325,8493934.848999999463558,"0","2215","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"219","0",1083.150024000000030,,,,,,,1.643556782500000,861129.900200000032783,8494921.212000001221895,"0","2216","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"220","0",1041.229980000000069,,,,,,,5.161876667500000,861120.391199999954551,8495907.572000000625849,"0","2217","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"221","0",1026.510009999999966,,,,,,,6.000000000000000,861110.873299999977462,8496893.927000001072884,"0","2218","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"222","0",1094.689941000000090,,,,,,,6.000000000000000,861101.346400000038557,8497880.278999999165535,"0","2219","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"223","0",1003.099975999999970,,,,,,,6.000000000000000,861091.810700000030920,8498866.626000000163913,"0","2220","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"224","0",1046.359985000000052,,,,,,,6.000000000000000,861082.266100000008009,8499852.970000000670552,"0","2221","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"225","0",1119.500000000000000,,,,,,,6.000000000000000,861072.712500000023283,8500839.310000000521541,"0","2222","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"226","0",588.728027299999894,,,,,,,5.207105070000000,862287.614599999971688,8480133.618999999016523,"0","2253","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"227","0",560.291992199999981,,,,,,,6.000000000000000,862278.243600000045262,8481120.049000000581145,"0","2254","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"228","6",564.161987299999964,,,,,,,6.000000000000000,862268.863499999977648,8482106.473999999463558,"0","2255","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"229","0",762.635986300000013,,,,,,,6.000000000000000,862259.474500000011176,8483092.895999999716878,"0","2256","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"230","0",733.872009299999945,,,,,,,6.000000000000000,862250.076600000029430,8484079.312999999150634,"0","2257","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"231","0",610.755981399999882,,,,,,,6.000000000000000,862240.669699999969453,8485065.725999999791384,"0","2258","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"232","0",716.265991200000030,,,,,,,6.000000000000000,862231.253799999947660,8486052.133999999612570,"0","2259","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"233","3",671.161010700000134,,,,,,,6.000000000000000,862221.829000000027008,8487038.538999998942018,"0","2260","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"234","0",750.460998500000187,,,,,,,6.000000000000000,862212.395200000028126,8488024.938999999314547,"0","2261","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"235","0",907.111999500000024,,,,,,,6.000000000000000,862202.952500000013970,8489011.336000001057982,"0","2262","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"236","0",1002.260009999999966,,,,,,,6.000000000000000,862193.500899999984540,8489997.728000000119209,"0","2263","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"237","0",986.215026899999998,,,,,,,4.838573411500000,862184.040299999993294,8490984.116000000387430,"0","2264","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"238","0",1045.239990000000034,,,,,,,1.000000000000000,862174.570700000040233,8491970.500000000000000,"0","2265","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"239","0",1050.319946000000073,,,,,,,4.420742782500001,862165.092199999955483,8492956.880000000819564,"0","2266","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"240","0",1022.429992999999968,,,,,,,3.233547026500000,862155.604799999971874,8493943.256000000983477,"0","2267","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"241","0",1020.320007000000032,,,,,,,2.320290772000000,862146.108400000026450,8494929.629000000655651,"0","2268","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"242","0",1055.949951000000056,,,,,,,1.000000000000000,862136.603099999949336,8495915.997000001370907,"0","2269","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"243","0",1034.949951000000056,,,,,,,5.542533202000000,862127.088899999973364,8496902.360999999567866,"0","2270","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"244","0",1125.449951000000056,,,,,,,6.000000000000000,862117.565700000035577,8497888.722000000998378,"0","2271","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
